internalid,custrecord_rc_crse_crm_id,externalid,custrecord_rc_course_title,custrecord_rc_course_number,custrecord_rc_course_credit_level,custrecord_rc_course_credit_hours,custrecord_rc_course_instruction_mode,COURSE_SEQUENCE_COURSE_ASIGNMENT_CRM_ID,custrecord_rc_course_institution_name_uniq,custrecord_rc_course_institution_name,custrecord_rc_course_inst,custrecord_rc_course_dept,rc_course_alterations,ID
30285,4767e448-4839-4b81-bfb3-51796b295f02,4767e448-4839-4b81-bfb3-51796b295f02,Teaching Students with Intellectual Disabilities,EDSP467/667,Graduate,45,On-Campus,ff7eeb74-0e39-451d-baf0-f24e94f942c2,University of Nevada Reno,University of Nevada Reno,AFADA79E-C492-E511-A86B-0050569C00A7,Psychology,{Number:EDSP 467}{Number:EDSP 667},ff7eeb74-0e39-451d-baf0-f24e94f942c24767e448-4839-4b81-bfb3-51796b295f02
27079,6b7fe231-9320-436f-be40-cb5ac80b8dfe,6b7fe231-9320-436f-be40-cb5ac80b8dfe,Applied Behavior Analysis II (SP 2018),"EDSP 5243, RS 6133, RS6213",Graduate,3,Both,675fe987-8d70-4c49-8555-0c0d76504f8f,University of Oklahoma,University of Oklahoma,4158E065-6200-E411-BEB5-00505683000D,Educational Psychology,{Number:EDSP 5970}{Title:Applied Behavior Analysis II},675fe987-8d70-4c49-8555-0c0d76504f8f6b7fe231-9320-436f-be40-cb5ac80b8dfe
26344,380e3b5b-89d4-4bd3-a6b9-b5980f96f1e6,380e3b5b-89d4-4bd3-a6b9-b5980f96f1e6,Advanced Behavior Management in Severe Dissabilities,EDSP721,Graduate,45,On-Campus,44e111d0-23eb-41c3-8e98-123c8241c4c2,University of Nevada Reno,University of Nevada Reno,AFADA79E-C492-E511-A86B-0050569C00A7,Psychology,{Number:EDSP721},44e111d0-23eb-41c3-8e98-123c8241c4c2380e3b5b-89d4-4bd3-a6b9-b5980f96f1e6
25174,a97a2ee2-45cb-4cb3-84be-dbb3d640886b,a97a2ee2-45cb-4cb3-84be-dbb3d640886b,Applied Behavior Analsis: Concepts & Principles,EDU 5640,Graduate,3,On-Campus,098e6bfc-676d-4192-aa8a-0a1fbe93f6ae,Manhattanville College,Manhattanville College,2822F0ED-C55A-E911-8106-000C29A8E632,Special Education,{Number:EDU 5540},098e6bfc-676d-4192-aa8a-0a1fbe93f6aea97a2ee2-45cb-4cb3-84be-dbb3d640886b
29351,fd4ab6d7-d452-e311-98d4-00155d445b26,fd4ab6d7-d452-e311-98d4-00155d445b26,Ethical and Professional Conduct,EDU 5641,Graduate,3,On-Campus,d29a9178-7808-4d30-802c-d864e23da80c,Manhattanville College,Manhattanville College,2822F0ED-C55A-E911-8106-000C29A8E632,Special Education,{Number:EDU 5541},d29a9178-7808-4d30-802c-d864e23da80cfd4ab6d7-d452-e311-98d4-00155d445b26
29665,fbfa6e54-d552-e311-98d4-00155d445b26,fbfa6e54-d552-e311-98d4-00155d445b26,Measurement and Single Experimental Designs,EDU 5642,Graduate,3,On-Campus,df5de7e0-0ace-4bd2-a818-32286c8362df,Manhattanville College,Manhattanville College,2822F0ED-C55A-E911-8106-000C29A8E632,Special Education,{Number:EDU 5542},df5de7e0-0ace-4bd2-a818-32286c8362dffbfa6e54-d552-e311-98d4-00155d445b26
26682,7fdc52c1-d852-e311-98d4-00155d445b26,7fdc52c1-d852-e311-98d4-00155d445b26,Developing and Increasing Behaviors,EDU 5643,Graduate,3,On-Campus,53bf017c-093c-4767-a76d-e7b3e78fb989,Manhattanville College,Manhattanville College,2822F0ED-C55A-E911-8106-000C29A8E632,Special Education,{Number:EDU 5543},53bf017c-093c-4767-a76d-e7b3e78fb9897fdc52c1-d852-e311-98d4-00155d445b26
29815,00d3fe93-d952-e311-98d4-00155d445b26,00d3fe93-d952-e311-98d4-00155d445b26,Functional Behavioral Assessment and Treatment,EDU 5644,Graduate,3,On-Campus,e6111736-ff95-4b3f-85c7-517a1ec433a4,Manhattanville College,Manhattanville College,2822F0ED-C55A-E911-8106-000C29A8E632,Special Education,{Number:EDU 5544},e6111736-ff95-4b3f-85c7-517a1ec433a400d3fe93-d952-e311-98d4-00155d445b26
28275,99513b91-48e3-4237-9ab7-3bc2335df9b2,99513b91-48e3-4237-9ab7-3bc2335df9b2,Applications of Behavior Analysis,EDUABA10,Graduate,3,On-Campus,9bfc071a-7496-43ca-9020-1e6e5a84e8a6,Emirates College for Advanced Education,Emirates College for Advanced Education,ABED38A3-4D56-E911-8106-000C29A8E632,"Counseling, Special Education and Neuroscience",{Number:EDUABA10}{Title:Applications},9bfc071a-7496-43ca-9020-1e6e5a84e8a699513b91-48e3-4237-9ab7-3bc2335df9b2
26542,7bd3da67-3ab0-41ff-99e4-5360c8b2c1d8,7bd3da67-3ab0-41ff-99e4-5360c8b2c1d8,"Philosophy, Concepts and Principles",EDUABA2,Graduate,3,On-Campus,4cef980a-f682-4721-ae7b-1c2be1081150,Emirates College for Advanced Education,Emirates College for Advanced Education,ABED38A3-4D56-E911-8106-000C29A8E632,"Counseling, Special Education and Neuroscience","{Number:EDUABA2}{Number:Philosophy, Concepts & Principles}",4cef980a-f682-4721-ae7b-1c2be10811507bd3da67-3ab0-41ff-99e4-5360c8b2c1d8
27203,463b793f-0ef2-4567-bcd9-741ef6881fc8,463b793f-0ef2-4567-bcd9-741ef6881fc8,"Measurement, Research Design and Supervision",EDUABA4,Graduate,3,On-Campus,6d0d6fad-ef6f-4f74-b30c-b631d377025f,Emirates College for Advanced Education,Emirates College for Advanced Education,ABED38A3-4D56-E911-8106-000C29A8E632,"Counseling, Special Education and Neuroscience",{Number:EDUABA4 Measurement},6d0d6fad-ef6f-4f74-b30c-b631d377025f463b793f-0ef2-4567-bcd9-741ef6881fc8
30188,32e3185b-e521-42b0-8cbf-26c70277da51,32e3185b-e521-42b0-8cbf-26c70277da51,Behavior Change Procedures,EDUABA5,Graduate,3,On-Campus,fb2f201d-2ed8-4883-854f-785f5293e5e6,Emirates College for Advanced Education,Emirates College for Advanced Education,ABED38A3-4D56-E911-8106-000C29A8E632,"Counseling, Special Education and Neuroscience",{Number:EDUABA5}{Title:Behavior Change Procedures},fb2f201d-2ed8-4883-854f-785f5293e5e632e3185b-e521-42b0-8cbf-26c70277da51
29691,c706c40c-b9f3-409a-bb68-c53a93710d76,c706c40c-b9f3-409a-bb68-c53a93710d76,Ethics and Professionalism,EDUABA6,Graduate,3,On-Campus,e06d9816-ad0b-4d4d-8110-54b5a3a33901,Emirates College for Advanced Education,Emirates College for Advanced Education,ABED38A3-4D56-E911-8106-000C29A8E632,"Counseling, Special Education and Neuroscience",{Number:EDUABA6}{Title:Ethics and professionalism},e06d9816-ad0b-4d4d-8110-54b5a3a33901c706c40c-b9f3-409a-bb68-c53a93710d76
27029,962e6abf-fa82-4b5d-8486-782e05104cdf,962e6abf-fa82-4b5d-8486-782e05104cdf,Advanced Systematic Instruction,EDUB 6010,Graduate,3,Online,6543b44a-abc0-408e-a16f-faf37131b1c7,Tennessee Technological University,Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Curriculum and Instruction,{Number:EDUB 7010},6543b44a-abc0-408e-a16f-faf37131b1c7962e6abf-fa82-4b5d-8486-782e05104cdf
28479,8c5b96ef-a1dd-4070-a28b-1a2ec2951984,8c5b96ef-a1dd-4070-a28b-1a2ec2951984,Advanced Systematic Instruction,EDUB 6010,Graduate,3,On-Campus,a68909dd-7709-4a0f-9c2c-9291d29d8bfd,Tennessee Technological University,Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Curriculum and Instruction,{Number:EDUB 7010},a68909dd-7709-4a0f-9c2c-9291d29d8bfd8c5b96ef-a1dd-4070-a28b-1a2ec2951984
27306,3e29732d-1a53-41d0-b3d3-149314f16b34,3e29732d-1a53-41d0-b3d3-149314f16b34,Functional Analysis of Behavior,EDUB 6030,Graduate,3,On-Campus,719ad570-2b1f-4e26-848e-1c91aa284669,Tennessee Technological University,Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Curriculum and Instruction,{Number:EDUB 7030},719ad570-2b1f-4e26-848e-1c91aa2846693e29732d-1a53-41d0-b3d3-149314f16b34
28778,f45b111a-56a8-45d4-b582-b1c99925ef9c,f45b111a-56a8-45d4-b582-b1c99925ef9c,Functional Analysis of Behavior,EDUB 6030,Graduate,3,Online,b57fde88-8384-4a88-85a2-160f90b18123,Tennessee Technological University,Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Curriculum and Instruction,{Number:EDUB 7030},b57fde88-8384-4a88-85a2-160f90b18123f45b111a-56a8-45d4-b582-b1c99925ef9c
25140,259e0109-740d-4251-aea1-3af87f41e1b3,259e0109-740d-4251-aea1-3af87f41e1b3,Interention and Treatment in ASD,EDUB 6050,Graduate,3,Online,07fe6c96-475f-44ba-b5da-0c5a4fc45d6f,Tennessee Technological University,Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Curriculum and Instruction,{Number:EDUB 7050},07fe6c96-475f-44ba-b5da-0c5a4fc45d6f259e0109-740d-4251-aea1-3af87f41e1b3
28523,c59f48d7-295b-4d63-ac3f-ba2d4eb9b41e,c59f48d7-295b-4d63-ac3f-ba2d4eb9b41e,Interention and Treatment in ASD,EDUB 6050,Graduate,3,On-Campus,a8ac4887-d186-4de9-8a6c-d1e0eb8ee23b,Tennessee Technological University,Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Curriculum and Instruction,{Number:EDUB 7050},a8ac4887-d186-4de9-8a6c-d1e0eb8ee23bc59f48d7-295b-4d63-ac3f-ba2d4eb9b41e
27196,8575908a-5fa0-4216-a503-4695c4f765f1,8575908a-5fa0-4216-a503-4695c4f765f1,Ethics in ABA,EDUB 6060,Graduate,3,On-Campus,6ca89dbd-406a-4380-a353-6245a325241e,Tennessee Technological University,Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Curriculum and Instruction,{Number:EDUB 7060},6ca89dbd-406a-4380-a353-6245a325241e8575908a-5fa0-4216-a503-4695c4f765f1
27849,4b5c04b8-bdd7-4cce-818b-f2ad1c9dfc27,4b5c04b8-bdd7-4cce-818b-f2ad1c9dfc27,Ethics in ABA,EDUB 6060,Graduate,3,Online,8a503aa5-9b86-4e9d-a1f7-e1f7da040533,Tennessee Technological University,Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Curriculum and Instruction,{Number:EDUB 7060},8a503aa5-9b86-4e9d-a1f7-e1f7da0405334b5c04b8-bdd7-4cce-818b-f2ad1c9dfc27
27087,ac1c1133-7a69-44dd-b6bf-d8be725ce490,ac1c1133-7a69-44dd-b6bf-d8be725ce490,Single Subject Research Design,EDUB 6320,Graduate,3,On-Campus,67d0c053-cd43-4e00-be4b-f0c7efd95124,Tennessee Technological University,Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Curriculum and Instruction,{Number:EDUB 7320},67d0c053-cd43-4e00-be4b-f0c7efd95124ac1c1133-7a69-44dd-b6bf-d8be725ce490
28582,7862a13a-f1b0-44f3-b6ae-5dd51a3db1b1,7862a13a-f1b0-44f3-b6ae-5dd51a3db1b1,Single Subject Research Design,EDUB 6320,Graduate,3,Online,aaf9381f-82e6-4d41-86a7-69ee92bc6754,Tennessee Technological University,Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Curriculum and Instruction,{Number:EDUB 7320},aaf9381f-82e6-4d41-86a7-69ee92bc67547862a13a-f1b0-44f3-b6ae-5dd51a3db1b1
25765,20f7bf05-684a-e911-8106-000c29a8e632,20f7bf05-684a-e911-8106-000c29a8e632,Behavior Change & Management Strategies (Spring 2016),EEX 6602,Graduate,3,On-Campus,27f7bf05-684a-e911-8106-000c29a8e632,Florida Atlantic University,Florida Atlantic University/Center for Autism and Related Disorders,E757D3B4-E3B0-E611-A5C2-0050569C00A7,Special Education,{Number:EEX 5602},27f7bf05-684a-e911-8106-000c29a8e63220f7bf05-684a-e911-8106-000c29a8e632
25651,1bf7bf05-684a-e911-8106-000c29a8e632,1bf7bf05-684a-e911-8106-000c29a8e632,Ethics in ABA  (Spring 2015),EEX 6747,Graduate,3,On-Campus,22f7bf05-684a-e911-8106-000c29a8e632,Florida Atlantic University,Florida Atlantic University/Center for Autism and Related Disorders,E757D3B4-E3B0-E611-A5C2-0050569C00A7,Special Education,{Number:EEX 5936},22f7bf05-684a-e911-8106-000c29a8e6321bf7bf05-684a-e911-8106-000c29a8e632
29760,a7b0c5e6-8e51-4bbe-a4a6-58a89c77fab7,a7b0c5e6-8e51-4bbe-a4a6-58a89c77fab7,Methods of Behavior Management,EEX 6612,Graduate,3,Both,e387eac2-1bb3-406f-8fa8-39a708aecd08,University of Central Florida,University of Central Florida,DD178E87-905B-E911-8106-000C29A8E632,School of Teacher Education,{Number:EEX 6612},e387eac2-1bb3-406f-8fa8-39a708aecd08a7b0c5e6-8e51-4bbe-a4a6-58a89c77fab7
27209,6c67a9f2-b415-e911-8106-000c29a8e632,6c67a9f2-b415-e911-8106-000c29a8e632,Consultation and Supervision in Applied Settings,EP 6470/7470,Graduate,3,Hybrid,6d67a9f2-b415-e911-8106-000c29a8e632,University of Utah,University of Utah,1DEFFF36-9F5B-E911-8106-000C29A8E632,Special Education,{Number:EP 6470}{Number:7470},6d67a9f2-b415-e911-8106-000c29a8e6326c67a9f2-b415-e911-8106-000c29a8e632
28537,9a83dc58-d3fc-e911-812c-000c29a8e632,9a83dc58-d3fc-e911-812c-000c29a8e632,Single Case Design in Behavior Analytic Settings,SPSY 6253,Graduate,3,On-Campus,a9574e5f-d3fc-e911-812c-000c29a8e632,Oklahoma State University,Oklahoma State University,4B7261FB-D85A-E911-8106-000C29A8E632,Psychology,{Number:EPSY 6253},a9574e5f-d3fc-e911-812c-000c29a8e6329a83dc58-d3fc-e911-812c-000c29a8e632
28099,dbb67880-d334-4223-b65c-41df8c05f874,dbb67880-d334-4223-b65c-41df8c05f874,Behavioral and Cognitive Behavioral Interventions,6113,Graduate,3,On-Campus,94602ceb-0211-442d-b49d-61f251ccfd03,Mississippi State University,Mississippi State University,B3FA4358-CA5A-E911-8106-000C29A8E632,"Counseling, Educational Psychology, and Foundations",{Number:EPY 6113},94602ceb-0211-442d-b49d-61f251ccfd03dbb67880-d334-4223-b65c-41df8c05f874
28217,481c2336-3c2a-4482-853a-3118763be848,481c2336-3c2a-4482-853a-3118763be848,Psychological Interventions with Children & Adolescents: Behavior Intervention and Consultation,ESC_PS 8145,Graduate,3,On-Campus,994518c0-d9bb-4d5b-b6fe-2b0efb614a09,University of Missouri Columbia,University of Missouri Columbia,98BEC941-975B-E911-8106-000C29A8E632,UnNamedDepartment,{Number:ESC_PS 8145-01}{Title:Psych Intervnt w/chld&Adol:Bhv},994518c0-d9bb-4d5b-b6fe-2b0efb614a09481c2336-3c2a-4482-853a-3118763be848
28934,866c4bc7-cbd0-4ace-b90d-cd148b984c41,866c4bc7-cbd0-4ace-b90d-cd148b984c41,Introduction to Positive Behavior Support,"DIS 519, ESE 519",Graduate,3,Online,be3d7b01-6492-4ba8-a363-eb43df66bc84,Northern Arizona University,Northern Arizona University,13D0EF59-6200-E411-BEB5-00505683000D,"Educational Specialties, College of Education",{Number:ESE 585}{Title:INTO POSITIVE BEHVR SUPPORT},be3d7b01-6492-4ba8-a363-eb43df66bc84866c4bc7-cbd0-4ace-b90d-cd148b984c41
28330,4ed9f761-3c84-4bc5-a425-7444b5ff0041,4ed9f761-3c84-4bc5-a425-7444b5ff0041,Behavioral Assessment,EXED 620,Graduate,3,On-Campus,9e6489d1-8701-4ccc-b18f-76b1d25e2496,James Madison University,James Madison University,8FCEEF59-6200-E411-BEB5-00505683000D,Graduate Psychology / Exceptional education,{Number:EXED 620}{Title:Behavioral Assessment},9e6489d1-8701-4ccc-b18f-76b1d25e24964ed9f761-3c84-4bc5-a425-7444b5ff0041
29459,a2db0bc2-68c2-4a42-a548-1d0a8b5cd101,a2db0bc2-68c2-4a42-a548-1d0a8b5cd101,Functional Assessment and Treatment Progrmas for Challenging Behaviors part 1,450,Graduate,3,On-Campus,d6cbda1e-626b-4dce-b08b-2584c2fa54ec,Hebrew University of Jerusalem,Hebrew University of Jerusalem,0E88E5FF-1D5A-E911-8106-000C29A8E632,UnNamedDepartment,{Number:FA1},d6cbda1e-626b-4dce-b08b-2584c2fa54eca2db0bc2-68c2-4a42-a548-1d0a8b5cd101
27743,b05ab0f0-2428-4a39-b86d-562c43024c61,b05ab0f0-2428-4a39-b86d-562c43024c61,Functional Assessment and Interventions for Challenging Behaviors part 2,400,Graduate,3,On-Campus,8634cb4d-d472-4a27-8608-4a966faa729c,Hebrew University of Jerusalem,Hebrew University of Jerusalem,0E88E5FF-1D5A-E911-8106-000C29A8E632,UnNamedDepartment,{Number:FA2},8634cb4d-d472-4a27-8608-4a966faa729cb05ab0f0-2428-4a39-b86d-562c43024c61
27931,3358d97c-d62d-4391-b518-b1f134f7aab6,3358d97c-d62d-4391-b518-b1f134f7aab6,Principles of Applied Behavior Analysis,HSDD 0710,Graduate,3,Online,8d2e164d-8455-464c-b8ef-08bdba2728a5,Nova Southeastern University,Nova Southeastern University/Mailman Segal Center for Human Development,1ED0EF59-6200-E411-BEB5-00505683000D,Mailman Segal Center for Human Development/Abraham S. Fischler College of Education,{Number:HCP 6510}{Title:Principles of ABA},8d2e164d-8455-464c-b8ef-08bdba2728a53358d97c-d62d-4391-b518-b1f134f7aab6
27055,9d0ff82a-8067-496a-b0bb-612cdcd0276d,9d0ff82a-8067-496a-b0bb-612cdcd0276d,Behavioral Assessment Models in Applied Behavior Analysis,HSDD 0730,Graduate,3,Online,6669c540-79d6-4d45-bc60-445d35fe7c10,Nova Southeastern University,Nova Southeastern University/Mailman Segal Center for Human Development,1ED0EF59-6200-E411-BEB5-00505683000D,Mailman Segal Center for Human Development/Abraham S. Fischler College of Education,{Number:HCP 6530}{Title:Beh Models in Assess & Interv },6669c540-79d6-4d45-bc60-445d35fe7c109d0ff82a-8067-496a-b0bb-612cdcd0276d
29644,efbe9da4-5ad9-45f0-a2bf-65e47bbe3303,efbe9da4-5ad9-45f0-a2bf-65e47bbe3303,Professional Issues in Applied Behavior Analysis,HSDD 0750,Graduate,3,Online,de739b6e-6d32-4cae-8170-4c5cb7b4919b,Nova Southeastern University,Nova Southeastern University/Mailman Segal Center for Human Development,1ED0EF59-6200-E411-BEB5-00505683000D,Mailman Segal Center for Human Development/Abraham S. Fischler College of Education,{Number:HCP 6550}{Title:Professional Issues in ABA},de739b6e-6d32-4cae-8170-4c5cb7b4919befbe9da4-5ad9-45f0-a2bf-65e47bbe3303
27998,0010e3ad-aef8-4806-88d7-3188d99427ad,0010e3ad-aef8-4806-88d7-3188d99427ad,Ethical Conduct for Applied Behavior Analysts,HSDD 0790,Graduate,3,Online,905db05e-9647-49a6-949f-6f4093c4de0b,Nova Southeastern University,Nova Southeastern University/Mailman Segal Center for Human Development,1ED0EF59-6200-E411-BEB5-00505683000D,Mailman Segal Center for Human Development/Abraham S. Fischler College of Education,{Number:HCP 6590}{Number:ABA 0755}{Title:Ethical Conduct for ABA},905db05e-9647-49a6-949f-6f4093c4de0b0010e3ad-aef8-4806-88d7-3188d99427ad
26249,2046cf53-158c-4d3b-9115-38dd812dd89b,2046cf53-158c-4d3b-9115-38dd812dd89b,Applications of Applied Behavior Analysis,HCP 6520,Graduate,3,Online,409fea3b-461b-4d56-bbb2-2c202a443991,Nova Southeastern University,Nova Southeastern University/Mailman Segal Center for Human Development,1ED0EF59-6200-E411-BEB5-00505683000D,Mailman Segal Center for Human Development/Abraham S. Fischler College of Education,{Number:HSDD 0720}{Title:Appl Appl Behav Anal},409fea3b-461b-4d56-bbb2-2c202a4439912046cf53-158c-4d3b-9115-38dd812dd89b
30059,2a3af2fc-d46b-474b-a1a1-aff91be8b606,2a3af2fc-d46b-474b-a1a1-aff91be8b606,Behavioral Assessment Models in Applied Behavior Analysis,HCP 6530,Graduate,3,Online,f402b5e3-655d-4d44-a76c-514271a14232,Nova Southeastern University,Nova Southeastern University/Mailman Segal Center for Human Development,1ED0EF59-6200-E411-BEB5-00505683000D,Mailman Segal Center for Human Development/Abraham S. Fischler College of Education,{Number:HSDD 0730}{Title:Mod Beh Assess Interv},f402b5e3-655d-4d44-a76c-514271a142322a3af2fc-d46b-474b-a1a1-aff91be8b606
25290,876a407e-0788-4fe9-97ac-0410e3cbbad0,876a407e-0788-4fe9-97ac-0410e3cbbad0,Evaluating Interventions in Applied Behavior Analysis,HCP 6540,Graduate,2,Online,0f532de7-201d-4d6d-8312-4cb48133df60,Nova Southeastern University,Nova Southeastern University/Mailman Segal Center for Human Development,1ED0EF59-6200-E411-BEB5-00505683000D,Mailman Segal Center for Human Development/Abraham S. Fischler College of Education,{Number:HSDD 0740}{Title:Eval Interv Behav Anal},0f532de7-201d-4d6d-8312-4cb48133df60876a407e-0788-4fe9-97ac-0410e3cbbad0
29201,186bf7a7-e2c0-49d8-bc2c-2a0edc73bdf2,186bf7a7-e2c0-49d8-bc2c-2a0edc73bdf2,Professional Issues in Applied Behavior Analysis,HCP 6550,Graduate,3,Online,cafc4f8a-294f-4a52-b06b-26efc9732e0f,Nova Southeastern University,Nova Southeastern University/Mailman Segal Center for Human Development,1ED0EF59-6200-E411-BEB5-00505683000D,Mailman Segal Center for Human Development/Abraham S. Fischler College of Education,{Number:HSDD 0750}{Title:Prof Issues Appl Behav Anal},cafc4f8a-294f-4a52-b06b-26efc9732e0f186bf7a7-e2c0-49d8-bc2c-2a0edc73bdf2
29108,bc12b91d-ca7d-4446-b466-3dd33b812428,bc12b91d-ca7d-4446-b466-3dd33b812428,Applied Behavior Analysis and Autism Treatment,IHS 466,Undergraduate,3,Online,c5e14390-6eb6-4e9c-a40f-d1a2d1afb190,Saint Joseph's University,Saint Joseph's University,366F3967-D44F-E411-B490-0050569C00A7,Interdisciplinary Health Services Autism Behavioral Studies Major,{Number:IHS 466}{Title:Appl Beh Anal & Autism Trtmnt},c5e14390-6eb6-4e9c-a40f-d1a2d1afb190bc12b91d-ca7d-4446-b466-3dd33b812428
25261,9018d133-6024-42e8-9b2e-d30c1289ee1e,9018d133-6024-42e8-9b2e-d30c1289ee1e,Advanced Principles of Behavior Analysis,IHS 473,Undergraduate,3,Online,0e22271b-dbe2-4b81-b6c3-262a3f86166b,Saint Joseph's University,Saint Joseph's University,366F3967-D44F-E411-B490-0050569C00A7,Interdisciplinary Health Services Autism Behavioral Studies Major,{Number:IHS 473}{Title:Adv Principle App Behav Anal},0e22271b-dbe2-4b81-b6c3-262a3f86166b9018d133-6024-42e8-9b2e-d30c1289ee1e
25433,faa8faff-1095-e311-9409-00155d445b26,faa8faff-1095-e311-9409-00155d445b26,Concept & principles,IRFID 2,Graduate,45,On-Campus,16d4ea21-f1e7-4038-ab8d-f282fda9d0fe,"Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità  (IRFID)","Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità (IRFID)",F7E22414-225A-E911-8106-000C29A8E632,"Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità (IRFID)",{Number:IRFID2},16d4ea21-f1e7-4038-ab8d-f282fda9d0fefaa8faff-1095-e311-9409-00155d445b26
27973,a981b713-e461-4b43-b997-75d197c2b8d0,a981b713-e461-4b43-b997-75d197c2b8d0,Concept & principles,IRFID 2,Graduate,45,On-Campus,8f19e3af-09f6-415f-ad8d-938065caf8d3,"Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità  (IRFID)","Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità (IRFID)",F7E22414-225A-E911-8106-000C29A8E632,"Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità (IRFID)",{Number:IRFID2},8f19e3af-09f6-415f-ad8d-938065caf8d3a981b713-e461-4b43-b997-75d197c2b8d0
25401,519200be-2390-49e0-b0d8-be0a218a2e5d,519200be-2390-49e0-b0d8-be0a218a2e5d,Measurement & experimental design I,IRFID 3,Graduate,15,On-Campus,1453bd88-fa77-4104-9073-174d55f4bd49,"Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità  (IRFID)","Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità (IRFID)",F7E22414-225A-E911-8106-000C29A8E632,"Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità (IRFID)",{Number:IRFID3},1453bd88-fa77-4104-9073-174d55f4bd49519200be-2390-49e0-b0d8-be0a218a2e5d
30193,fa872812-1195-e311-9409-00155d445b26,fa872812-1195-e311-9409-00155d445b26,Measurement & experimental design I,IRFID 3,Graduate,15,On-Campus,fb715424-8de5-43b6-b656-969214f07154,"Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità  (IRFID)","Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità (IRFID)",F7E22414-225A-E911-8106-000C29A8E632,"Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità (IRFID)",{Number:IRFID3},fb715424-8de5-43b6-b656-969214f07154fa872812-1195-e311-9409-00155d445b26
27607,89b2574e-10a9-42b6-844f-4c9820836e79,89b2574e-10a9-42b6-844f-4c9820836e79,Behavior change applications,IRFID 4,Graduate,45,On-Campus,7f6e80ce-2fe0-495b-ac9a-3a41119e4c11,"Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità  (IRFID)","Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità (IRFID)",F7E22414-225A-E911-8106-000C29A8E632,"Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità (IRFID)",{Number:IRFID4},7f6e80ce-2fe0-495b-ac9a-3a41119e4c1189b2574e-10a9-42b6-844f-4c9820836e79
29056,4c6e1220-1195-e311-9409-00155d445b26,4c6e1220-1195-e311-9409-00155d445b26,Behavior change applications,IRFID 4,Graduate,45,On-Campus,c361682c-5bd7-4455-90f3-6fca611f4d6c,"Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità  (IRFID)","Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità (IRFID)",F7E22414-225A-E911-8106-000C29A8E632,"Istituto per la Ricerca, la Formazione e l'Informazione sulle Disabilità (IRFID)",{Number:IRFID4},c361682c-5bd7-4455-90f3-6fca611f4d6c4c6e1220-1195-e311-9409-00155d445b26
26047,a88a046c-03f4-43cd-87f9-8f7b9e9d87d1,a88a046c-03f4-43cd-87f9-8f7b9e9d87d1,Ethics for the Helping Professions,LART 9DG,Undergraduate,3,On-Campus,3619f705-9ef9-4e22-8593-467d80516b61,Saint Lawrence College,Saint Lawrence College,B9332234-015B-E911-8106-000C29A8E632,Behavioural Psychology,{Number:LART9DG},3619f705-9ef9-4e22-8593-467d80516b61a88a046c-03f4-43cd-87f9-8f7b9e9d87d1
26296,680b0cac-f06e-47e0-b13a-db446ec6f9b7,680b0cac-f06e-47e0-b13a-db446ec6f9b7,(Fall 2014) Fundamentals of ABA/Behavior Modification,MHS 3204/CLP4414,Undergraduate,3,On-Campus,429eeb68-015a-4089-93a1-cb7304a1af4b,University of South Florida,University of South Florida,D851AD65-81E7-E811-8105-000C29A8E632,Child & Family Studies,{Number:MHS 3204}{Number:CLP4414}{Title:Fundamentals of ABA}{Title:Behavior Modification},429eeb68-015a-4089-93a1-cb7304a1af4b680b0cac-f06e-47e0-b13a-db446ec6f9b7
