"custrecord_rc_hr_alloc_content_hours","custrecord_rc_hr_alloc_type","custrecord_rc_hr_alloc_value","custrecord_rc_cntntarea_hrs_alloc_crm_id","content_hours_pk",
"c6033d5b-cf50-e911-8106-000c29a8e632","Measurement (including data analysis)","5.00","c6033d5b-cf50-e911-8106-000c29a8e632","b9bf4455-cf50-e911-8106-000c29a8e632 Fourth Edition 2/25/2018 5:00:00 AM",
"cfed1ccf-974d-4318-b900-68cd183e0f40","Behavior Change Systems","5.00","cfed1ccf-974d-4318-b900-68cd183e0f40","1bc35183-587a-4240-8b03-62ad1983ad44 Fourth Edition",
"569654e0-95f9-4430-8619-8182e7e4eb2b","Identification of the Problem & Assessment","15.00","569654e0-95f9-4430-8619-8182e7e4eb2b","5d78b004-2318-4f95-b4a8-a86ade61cb33 Fourth Edition",
"538e107e-ac22-ea11-8136-000c29a8e632","Behavior Assessment","45.00","538e107e-ac22-ea11-8136-000c29a8e632","8c881f0f-ac22-ea11-8136-000c29a8e632 Fifth Edition 1/1/2021 5:00:00 AM",
"3424f762-3394-e911-810e-000c29a8e632","Measurement (including data analysis)","5.00","3424f762-3394-e911-810e-000c29a8e632","fc760144-3294-e911-810e-000c29a8e632 Fourth Edition 8/26/2017 4:00:00 AM",
"1f952d3a-5692-49f4-9f86-b55f394b84ab","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","20.00","1f952d3a-5692-49f4-9f86-b55f394b84ab","4bd3dc2f-8e0f-47fa-a559-f11a15ac49cc Fourth Edition",
"a8a46b96-3b72-e911-8106-000c29a8e632","Behavior Assessment","45.00","a8a46b96-3b72-e911-8106-000c29a8e632","8ca2a005-3b72-e911-8106-000c29a8e632 Fifth Edition 1/4/2021 5:00:00 AM",
"355b9ead-2264-460e-917e-799da3db0ad9","Ethical & Professional Conduct","15.00","355b9ead-2264-460e-917e-799da3db0ad9","24002945-d765-4111-98d6-97d35bad4d91 Fourth Edition 4/7/2015 12:00:00 AM",
"5b059020-7c96-4c23-81a6-9b87426199f5","Concepts & Principles of Behavior Analysis","20.00","5b059020-7c96-4c23-81a6-9b87426199f5","2cf3089a-6032-4618-ab9e-2db4a12af44a Fourth Edition",
"3dc7ef4c-8661-42f6-9306-2f6b01b14fef","Experimental Design","27.00","3dc7ef4c-8661-42f6-9306-2f6b01b14fef","01e46af7-8aae-46d8-82ad-c4df26f7c6c2 Fourth Edition",
"673161f0-f792-40c0-99ae-cc0b61c8da3d","Identification of the Problem & Assessment","6.00","673161f0-f792-40c0-99ae-cc0b61c8da3d","44387473-cba0-4df9-9e6b-468d0af83e90 Fourth Edition",
"4b68ec60-a2c7-43d2-876a-43a8cfe47998","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","15.00","4b68ec60-a2c7-43d2-876a-43a8cfe47998","c9987f7f-12f7-44c2-92ea-7e488fb21fc5 Fourth Edition",
"0810ef90-a3df-e911-8122-000c29a8e632","Intervention & Behavior Change Considerations","10.00","0810ef90-a3df-e911-8122-000c29a8e632","a733bb8a-a3df-e911-8122-000c29a8e632 Fourth Edition 4/3/2017 4:00:00 AM",
"d24726ac-0800-ea11-812d-000c29a8e632","Discretionary","15.00","d24726ac-0800-ea11-812d-000c29a8e632","9c9f939f-0800-ea11-812d-000c29a8e632 Fourth Edition",
"67f2b868-c641-434d-a359-c6ca37a0445a","Behavior Change Systems","15.00","67f2b868-c641-434d-a359-c6ca37a0445a","0f17365a-7961-4a07-a2c2-7042e3914575 Fourth Edition",
"660e0dd2-a855-e911-8106-000c29a8e632","Ethical & Professional Conduct","5.00","660e0dd2-a855-e911-8106-000c29a8e632","95d0d8d4-a555-e911-8106-000c29a8e632 Fourth Edition 9/2/2014 4:00:00 AM",
"df4d4084-bc5f-e911-8106-000c29a8e632","Ethical & Professional Conduct","3.00","df4d4084-bc5f-e911-8106-000c29a8e632","d84d4084-bc5f-e911-8106-000c29a8e632 Fourth Edition 5/1/2018 4:00:00 AM",
"34e812c5-0aa8-4937-ac5c-88262d396a7e","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","45.00","34e812c5-0aa8-4937-ac5c-88262d396a7e","606bbe32-5b7e-4d96-ab00-3b4f1f3e0aa8 Fourth Edition 2/3/2017 12:00:00 AM",
"e63c96bd-82db-e911-8121-000c29a8e632","Intervention & Behavior Change Considerations","4.00","e63c96bd-82db-e911-8121-000c29a8e632","d63c96bd-82db-e911-8121-000c29a8e632 Fourth Edition 1/1/2020 5:00:00 AM",
"ec4caaed-f482-e911-810a-000c29a8e632","Behavior-Change Procedures; Selecting and Implementing Interventions","40.00","ec4caaed-f482-e911-810a-000c29a8e632","7a59dce7-f382-e911-810a-000c29a8e632 Fifth Edition 8/1/2020 4:00:00 AM",
"7dcb7483-9985-4a63-b9a4-20df710dbe79","Concepts & Principles of Behavior Analysis","5.00","7dcb7483-9985-4a63-b9a4-20df710dbe79","935801cd-673e-4563-9781-4aa7cb1f1d34 Fourth Edition",
"dd760ee5-b2dd-e911-8122-000c29a8e632","Discretionary","15.00","dd760ee5-b2dd-e911-8122-000c29a8e632","d4760ee5-b2dd-e911-8122-000c29a8e632 Fourth Edition 8/2/2017 4:00:00 AM",
"9a266dfd-f4fb-e911-812b-000c29a8e632","Concepts & Principles of Behavior Analysis","15.00","9a266dfd-f4fb-e911-812b-000c29a8e632","90266dfd-f4fb-e911-812b-000c29a8e632 Fourth Edition",
"419be50c-dc2b-4493-969e-74042170e471","Discretionary","10.00","419be50c-dc2b-4493-969e-74042170e471","86698e6a-912e-4914-a4ef-c6c5217ac4fe Fourth Edition",
"36505a45-f36e-4eb9-91ac-84e2a195902a","Identification of the Problem & Assessment","30.00","36505a45-f36e-4eb9-91ac-84e2a195902a","4c67d7e8-d937-4855-9a8e-8f7c715ed550 Fourth Edition",
"624296ae-95cf-4d84-8520-d0aa383de6f5","Ethical & Professional Conduct","2.00","624296ae-95cf-4d84-8520-d0aa383de6f5","9c8fe779-db05-46a6-87b9-a8f5d3c08fde Fourth Edition",
"0c6d6e97-a251-e911-8106-000c29a8e632","Ethical & Professional Conduct","5.00","0c6d6e97-a251-e911-8106-000c29a8e632","0a6d6e97-a251-e911-8106-000c29a8e632 Fourth Edition 10/7/2019 4:00:00 AM",
"2c5d97ec-226c-4d6b-b3a7-85c93fff84e9","Measurement (including data analysis)","5.00","2c5d97ec-226c-4d6b-b3a7-85c93fff84e9","7763661b-6681-496a-b305-e965beb68b61 Fourth Edition",
"5153fe3d-6e13-4934-8aa3-053f5089019b","Identification of the Problem & Assessment","20.00","5153fe3d-6e13-4934-8aa3-053f5089019b","f949da58-d833-4188-b07f-39e0290c743a Fourth Edition",
"2400e24e-0525-4645-8e03-f7b39ce62859","Intervention & Behavior Change Considerations","10.00","2400e24e-0525-4645-8e03-f7b39ce62859","f9d5567f-904e-4e0d-a526-783f963d4582 Fourth Edition",
"6c7324b9-7e54-e911-8106-000c29a8e632","Intervention & Behavior Change Considerations","5.00","6c7324b9-7e54-e911-8106-000c29a8e632","677324b9-7e54-e911-8106-000c29a8e632 Fourth Edition",
"646fb64b-dfd3-4410-b9fd-25fbc9ea8a43","Measurements, Data Display and Interpretation; Experimental Design","45.00","646fb64b-dfd3-4410-b9fd-25fbc9ea8a43","b121e0d7-0e42-4155-b499-874a9c11f92d Fifth Edition",
"0536be18-99d5-4376-aedc-5beb29010eef","Ethical & Professional Conduct","45.00","0536be18-99d5-4376-aedc-5beb29010eef","2d5ee8ca-3ae8-457d-9ae2-4ab60e67345e Fourth Edition",
"51b29b83-4d36-4193-92a0-050819bff4f3","Measurement (including data analysis)","5.00","51b29b83-4d36-4193-92a0-050819bff4f3","df4877ab-46cb-412b-91cd-61a4064da362 Fourth Edition",
"e45af4f8-f544-4ebf-a13d-309e58366206","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","20.00","e45af4f8-f544-4ebf-a13d-309e58366206","62728bff-9a44-406b-ac45-9beff1dedf45 Fourth Edition",
"77d9881f-f3ba-4503-8374-92e13598c4bd","Behavior Change Systems","10.00","77d9881f-f3ba-4503-8374-92e13598c4bd","ed366951-fd81-464c-9308-9bbea4effe47 Fourth Edition",
"2bb008b1-f449-4d86-9786-647243dde048","Identification of the Problem & Assessment","6.00","2bb008b1-f449-4d86-9786-647243dde048","d628884f-a42b-4337-9675-2c5212f9ec35 Fourth Edition",
"ec4e4e80-2640-e911-8106-000c29a8e632","Ethical & Professional Conduct","45.00","ec4e4e80-2640-e911-8106-000c29a8e632","e14e4e80-2640-e911-8106-000c29a8e632 Fourth Edition 6/3/2019 4:00:00 AM",
"75ed66db-a8e9-4be9-9fe6-f3309c7cb337","Concepts & Principles","45.00","75ed66db-a8e9-4be9-9fe6-f3309c7cb337","93838657-dbed-4220-a4ea-8417a8652512 Fifth Edition",
"8817b993-284f-e911-8106-000c29a8e632","Identification of the Problem & Assessment","5.00","8817b993-284f-e911-8106-000c29a8e632","7d17b993-284f-e911-8106-000c29a8e632 Fourth Edition",
"85250597-1295-40e2-a6b8-3ee317872d7f","Ethical & Professional Conduct","4.75","85250597-1295-40e2-a6b8-3ee317872d7f","80ea1b46-77a6-43b6-8172-4bdfbe62bd7a Fourth Edition",
"b6bc7066-adc6-e911-811b-000c29a8e632","Concepts & Principles of Behavior Analysis","5.00","b6bc7066-adc6-e911-811b-000c29a8e632","9cbc7066-adc6-e911-811b-000c29a8e632 Fourth Edition 8/26/2019 4:00:00 AM",
"9836d4ae-8c0a-ea11-8130-000c29a8e632","Behavior Change Systems","5.00","9836d4ae-8c0a-ea11-8130-000c29a8e632","7c36d4ae-8c0a-ea11-8130-000c29a8e632 Fourth Edition",
"66ad82c9-89fd-40a2-936f-bda804190869","Identification of the Problem & Assessment","8.00","66ad82c9-89fd-40a2-936f-bda804190869","e3b6f784-e25b-4832-a81a-f2617ec6edca Fourth Edition",
"31286fe6-944a-e911-8106-000c29a8e632","Identification of the Problem & Assessment","15.00","31286fe6-944a-e911-8106-000c29a8e632","61c0f0ed-7e4a-e911-8106-000c29a8e632 Fourth Edition 1/22/2019 5:00:00 AM",
"3c8794aa-068e-46ae-b04a-ef9fb09f2b9b","Behavior Change Systems","5.00","3c8794aa-068e-46ae-b04a-ef9fb09f2b9b","234533a8-5b9d-4a13-b760-85790ee2c4ca Fourth Edition",
"2f68d3c5-d5fb-e911-812b-000c29a8e632","Discretionary","10.00","2f68d3c5-d5fb-e911-812b-000c29a8e632","0268d3c5-d5fb-e911-812b-000c29a8e632 Fourth Edition",
"fc3018a0-a482-4685-9151-d33ec3dec02d","Measurement (including data analysis)","5.00","fc3018a0-a482-4685-9151-d33ec3dec02d","b7feecfe-c5b4-4996-ae6e-8c5958b7ccb9 Fourth Edition 4/6/2016 12:00:00 AM",
"ad2653bd-5ebf-4ad5-ae20-29126bb78a17","Identification of the Problem & Assessment","30.00","ad2653bd-5ebf-4ad5-ae20-29126bb78a17","3043c2e2-363e-4c62-bc96-9290f9d41b30 Fourth Edition",
"532f2cd2-4a3b-42cb-ab52-529257a76e01","Concepts & Principles of Behavior Analysis","6.00","532f2cd2-4a3b-42cb-ab52-529257a76e01","dfc1c12c-fccb-4135-9470-2acb09a825e0 Fourth Edition",
"59818972-3dfb-e911-812b-000c29a8e632","Concepts & Principles","15.00","59818972-3dfb-e911-812b-000c29a8e632","8fa7f8e7-3bfb-e911-812b-000c29a8e632 Fifth Edition 1/1/2021 5:00:00 AM",
"75415220-7cb8-42c5-9466-12e4c702904c","Philosophical Underpinnings; Concepts & Principles (BCaBA use only)","45.00","75415220-7cb8-42c5-9466-12e4c702904c","86f697c4-980d-4f09-9fca-be2417379f14 Fifth Edition",
"41d9b334-9d3c-474c-b3c8-7c53708b145e","Identification of the Problem & Assessment","5.00","41d9b334-9d3c-474c-b3c8-7c53708b145e","01541a8d-2b13-4853-9599-c55673c62913 Fourth Edition",
"2d1152a0-b627-4404-a237-491a8c0b6917","Identification of the Problem & Assessment","5.00","2d1152a0-b627-4404-a237-491a8c0b6917","39aa3e02-42d0-4734-ba85-3fe3dd2d7272 Fourth Edition",
"c927847f-f939-4429-8ef1-cd4a375bd69e","Discretionary","5.00","c927847f-f939-4429-8ef1-cd4a375bd69e","ae7907db-e7b3-4ad4-97d7-df17f71c4230 Fourth Edition",
"e569ba17-874b-40a2-a576-280ff51b31af","Identification of the Problem & Assessment","10.00","e569ba17-874b-40a2-a576-280ff51b31af","fe724038-50bf-4524-a254-d730f735e6f0 Fourth Edition",
"37d69ffe-6ca3-4f0c-b800-5eb3e04d80d7","Philosophical Underpinnings","5.00","37d69ffe-6ca3-4f0c-b800-5eb3e04d80d7","07fe6c96-475f-44ba-b5da-0c5a4fc45d6f Fifth Edition",
"e599beb8-1752-e911-8106-000c29a8e632","Concepts & Principles of Behavior Analysis","10.00","e599beb8-1752-e911-8106-000c29a8e632","d399beb8-1752-e911-8106-000c29a8e632 Fourth Edition 1/13/2020 5:00:00 AM",
"9d5003fe-9ace-4a51-b65e-dea66b270543","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","5.00","9d5003fe-9ace-4a51-b65e-dea66b270543","df05770b-ea5f-49a4-858d-a590b6044170 Fourth Edition",
"f8aff10e-d75b-4db8-ae24-a642b4c7dcca","Implementation, Management, and Supervision","4.00","f8aff10e-d75b-4db8-ae24-a642b4c7dcca","2998db43-34c9-4e8c-94fe-68c370813a20 Fourth Edition 6/7/2017 4:00:00 AM",
"a28e5035-5481-e911-810a-000c29a8e632","Implementation, Management, and Supervision","2.00","a28e5035-5481-e911-810a-000c29a8e632","628e5035-5481-e911-810a-000c29a8e632 Fourth Edition",
"9f1d0569-4952-e911-8106-000c29a8e632","Ethical & Professional Conduct","15.00","9f1d0569-4952-e911-8106-000c29a8e632","931d0569-4952-e911-8106-000c29a8e632 Fourth Edition 2/25/2018 5:00:00 AM",
"285287dd-8897-42ea-a03c-7cc118dd49e9","Implementation, Management, and Supervision","4.00","285287dd-8897-42ea-a03c-7cc118dd49e9","675fe987-8d70-4c49-8555-0c0d76504f8f Fourth Edition",
"5b6a1c58-da70-4a8a-bcc8-f3a2bbe3a2d8","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","12.00","5b6a1c58-da70-4a8a-bcc8-f3a2bbe3a2d8","4d8c5a32-665e-4481-ae7d-9bd305360860 Fourth Edition",
"c1096198-7a3c-4f2f-877f-58de5e679c43","Experimental Design","20.00","c1096198-7a3c-4f2f-877f-58de5e679c43","3badc3f2-11d1-4181-838d-ee059414177d Fourth Edition",
"f6df534b-8751-e911-8106-000c29a8e632","Measurement (including data analysis)","10.00","f6df534b-8751-e911-8106-000c29a8e632","eadf534b-8751-e911-8106-000c29a8e632 Fourth Edition 9/23/2019 4:00:00 AM",
"bec7e6bd-f5ed-e911-8127-000c29a8e632","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","20.00","bec7e6bd-f5ed-e911-8127-000c29a8e632","b3c7e6bd-f5ed-e911-8127-000c29a8e632 Fourth Edition 9/2/2014 4:00:00 AM",
"6632242d-d59e-4a7d-92d0-fd88f9e36f73","Experimental Design","5.00","6632242d-d59e-4a7d-92d0-fd88f9e36f73","092409d6-7cce-4ad8-8ea2-8cf40a3686fd Fourth Edition",
"89a2d475-98f7-468d-b0a4-37420dc5ae71","Intervention & Behavior Change Considerations","2.50","89a2d475-98f7-468d-b0a4-37420dc5ae71","e7ac2380-9a5c-4615-abd5-3a95d9f73503 Fourth Edition",
"f7ee86f6-c54e-4b21-803f-801d2a449583","Discretionary","5.00","f7ee86f6-c54e-4b21-803f-801d2a449583","530c64e6-b94e-4e8b-adc4-a6d74a9c893d Fourth Edition 8/6/2013 12:00:00 AM",
"dba6b922-ea5a-4866-8c74-fccf3a8bb065","Behavior Change Systems","5.00","dba6b922-ea5a-4866-8c74-fccf3a8bb065","6c615246-6a3d-4f36-88db-6f5201870c28 Fourth Edition",
"e3b0c439-6d7d-43bb-b12e-56d49cf6baf1","Experimental Design","10.00","e3b0c439-6d7d-43bb-b12e-56d49cf6baf1","454cab4f-80a3-479c-a633-049f31ae42c4 Fourth Edition",
"c0050c24-b87a-4ca7-9a4d-81b39571f57c","Concepts & Principles of Behavior Analysis","3.00","c0050c24-b87a-4ca7-9a4d-81b39571f57c","25d1ac91-6045-42c4-9c3f-2735ce24032f Fourth Edition",
"e354b92b-4da3-4ba7-9a16-8d9a3be98646","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","8.00","e354b92b-4da3-4ba7-9a16-8d9a3be98646","8271fff1-0836-45df-a2c0-c688a4b58547 Fourth Edition",
"ad8e8116-8236-4f7a-b966-058144507d04","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","10.00","ad8e8116-8236-4f7a-b966-058144507d04","6a9b06c6-3f60-4c0f-ab38-4c4562da5500 Fourth Edition",
"e5cf3261-f3f4-e911-8129-000c29a8e632","Implementation, Management, and Supervision","15.00","e5cf3261-f3f4-e911-8129-000c29a8e632","d4cf3261-f3f4-e911-8129-000c29a8e632 Fourth Edition 8/24/2015 8:00:00 AM",
"725d7fd2-bb81-4de5-91e1-3cc5d732621b","Behavior Change Systems","10.00","725d7fd2-bb81-4de5-91e1-3cc5d732621b","6be25a90-72f6-49ef-8347-92af2b2b7f12 Fourth Edition",
"89c38420-1cc6-4776-8482-47a1478ba509","Experimental Design","0.50","89c38420-1cc6-4776-8482-47a1478ba509","af4d01e9-49da-4329-8a24-2bb5ca2c0690 Fourth Edition",
"6f04d29d-87d3-e911-811f-000c29a8e632","Discretionary","30.00","6f04d29d-87d3-e911-811f-000c29a8e632","6604d29d-87d3-e911-811f-000c29a8e632 Fourth Edition",
"61bd6d44-c36a-e911-8106-000c29a8e632","Concepts & Principles","45.00","61bd6d44-c36a-e911-8106-000c29a8e632","e71eba76-a059-e911-8106-000c29a8e632 Fifth Edition 1/27/2020 5:00:00 AM",
"6e52ab83-6941-4486-ab0d-7640c7bc4169","Philosophical Underpinnings; Concepts & Principles (BCaBA use only)","45.00","6e52ab83-6941-4486-ab0d-7640c7bc4169","8a4540e9-97d7-4456-bc3a-9ab15f97118c Fifth Edition",
"fe905224-bcf7-4ac5-9c35-de170177613a","Measurement (including data analysis)","10.00","fe905224-bcf7-4ac5-9c35-de170177613a","c9eea8f4-7635-4f8c-bed8-2fcab5dd5aa6 Fourth Edition",
"b0d11a8a-8e77-414f-b9dc-1252f5af87bb","Experimental Design","5.00","b0d11a8a-8e77-414f-b9dc-1252f5af87bb","cbeb5cac-eeef-453b-b8fd-4899261cbd38 Fourth Edition",
"c23855d3-3bfb-e911-812b-000c29a8e632","Measurement (including data analysis)","5.00","c23855d3-3bfb-e911-812b-000c29a8e632","aa3855d3-3bfb-e911-812b-000c29a8e632 Fourth Edition 5/20/2013 4:00:00 AM",
"82e74c88-adbb-4c20-883e-ac9985850d9d","Experimental Design","10.00","82e74c88-adbb-4c20-883e-ac9985850d9d","03aae27f-2e59-4288-b720-e4d859507758 Fourth Edition",
"78fd56f9-1e3b-4270-88b9-ae16e2243987","Ethical & Professional Conduct","3.00","78fd56f9-1e3b-4270-88b9-ae16e2243987","76d9db50-0b9c-47d6-88d7-ef08dc5003e8 Fourth Edition",
"c9ccd04d-934a-e911-8106-000c29a8e632","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","10.00","c9ccd04d-934a-e911-8106-000c29a8e632","60c0f0ed-7e4a-e911-8106-000c29a8e632 Fourth Edition 1/22/2019 5:00:00 AM",
"fe4d4084-bc5f-e911-8106-000c29a8e632","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","13.00","fe4d4084-bc5f-e911-8106-000c29a8e632","d44d4084-bc5f-e911-8106-000c29a8e632 Fourth Edition 1/1/2014 5:00:00 AM",
"ccb48d5f-4c58-428f-b006-19a6b53d6a2a","Measurement (including data analysis)","5.00","ccb48d5f-4c58-428f-b006-19a6b53d6a2a","c369200b-ed40-4068-be65-0848af0de610 Fourth Edition",
"d2b8ca2a-bde4-43d5-9abc-38c65402aef0","Implementation, Management, and Supervision","5.00","d2b8ca2a-bde4-43d5-9abc-38c65402aef0","a9594dfd-e515-492d-ba2b-d930dc8e64e8 Fourth Edition",
"4584bc18-cb57-4119-bd47-751eff107c4f","Discretionary","15.00","4584bc18-cb57-4119-bd47-751eff107c4f","4b5f4c5f-4ac5-4073-bba7-78f5b41e4f79 Fourth Edition",
"317a49e4-78ab-4b64-aa84-8f226141ca76","Intervention & Behavior Change Considerations","2.00","317a49e4-78ab-4b64-aa84-8f226141ca76","d72f919d-c55f-4f7f-926f-9e5578b7ddb9 Fourth Edition",
"17eb18fa-455d-4fe2-934e-b09301a9e033","Identification of the Problem & Assessment","15.00","17eb18fa-455d-4fe2-934e-b09301a9e033","8f141c44-87e9-40bc-91d2-9de8bfe4afd1 Fourth Edition",
"d7cfdef3-1d63-40fb-82bb-f759c919aef7","Personnel Supervision and Management","1.00","d7cfdef3-1d63-40fb-82bb-f759c919aef7","21937b53-8892-40ce-a143-f7a216749d8a Fifth Edition",
"26f60228-bb3a-e911-8106-000c29a8e632","Behavior Assessment","30.00","26f60228-bb3a-e911-8106-000c29a8e632","8e34f997-ba3a-e911-8106-000c29a8e632 Fifth Edition 8/26/2019 4:00:00 AM",
"03382c9b-d490-43ba-bdf3-4bb229d23d60","Identification of the Problem & Assessment","30.00","03382c9b-d490-43ba-bdf3-4bb229d23d60","4ee9d304-eb87-443b-b16f-75623ed522e2 Fourth Edition",
"a98f9e29-a414-4d9d-b7a7-57e62bc265ba","Concepts & Principles of Behavior Analysis","45.00","a98f9e29-a414-4d9d-b7a7-57e62bc265ba","92ee2de3-626e-4b9f-a374-ae87597e77bd Fourth Edition",
"51deb5ac-aaf9-4a7f-837b-cccc42ec08c3","Personnel Supervision and Management","10.00","51deb5ac-aaf9-4a7f-837b-cccc42ec08c3","2c271a0f-7066-4b62-aab4-eb0989e98f2b Fifth Edition",
"1e68d3c5-d5fb-e911-812b-000c29a8e632","Ethical & Professional Conduct","45.00","1e68d3c5-d5fb-e911-812b-000c29a8e632","1368d3c5-d5fb-e911-812b-000c29a8e632 Fourth Edition",
"ec394aff-429f-e911-8110-000c29a8e632","Measurement (including data analysis)","20.00","ec394aff-429f-e911-8110-000c29a8e632","f5e5f6b1-1d9d-e911-8110-000c29a8e632 Fourth Edition 5/18/2020 4:00:00 AM",
"61b440f1-9049-e911-8106-000c29a8e632","Concepts & Principles of Behavior Analysis","20.00","61b440f1-9049-e911-8106-000c29a8e632","48b440f1-9049-e911-8106-000c29a8e632 Fourth Edition 8/16/2018 4:00:00 AM",
"c990e73d-853b-e911-8106-000c29a8e632","Measurements, Data Display and Interpretation; Experimental Design","45.00","c990e73d-853b-e911-8106-000c29a8e632","87b55ba1-843b-e911-8106-000c29a8e632 Fifth Edition 9/1/2019 4:00:00 AM",
"db4c2125-5ea4-4694-9b5c-30f11416d01b","Discretionary","10.00","db4c2125-5ea4-4694-9b5c-30f11416d01b","6a9b06c6-3f60-4c0f-ab38-4c4562da5500 Fourth Edition",
"fc607dba-31cb-e911-811c-000c29a8e632","Intervention & Behavior Change Considerations","3.00","fc607dba-31cb-e911-811c-000c29a8e632","d7607dba-31cb-e911-811c-000c29a8e632 Fourth Edition 9/3/2018 4:00:00 AM",
"143b202d-9f33-4221-8dd2-be5be0bbc73e","Implementation, Management, and Supervision","5.00","143b202d-9f33-4221-8dd2-be5be0bbc73e","40152688-6291-4d38-b52c-c15671cee85e Fourth Edition",
"29ad0e11-9d8b-e911-810d-000c29a8e632","Behavior-Change Procedures; Selecting and Implementing Interventions","3.00","29ad0e11-9d8b-e911-810d-000c29a8e632","efa0e43b-988b-e911-810d-000c29a8e632 Fifth Edition 1/6/2020 5:00:00 AM",
"1165074c-472c-4113-b684-6a56076aeb9a","Identification of the Problem & Assessment","30.00","1165074c-472c-4113-b684-6a56076aeb9a","32930b06-1373-4435-9346-0b4d6eef376b Fourth Edition",
"63dc6af6-9bef-4742-9219-191b0e9ebd20","Behavior Change Systems","8.00","63dc6af6-9bef-4742-9219-191b0e9ebd20","037dd613-f5f2-4078-8f4d-953ee2454e88 Fourth Edition",
"fde1fa2d-ff09-4bd9-a98d-5545ca58039a","Philosophical Underpinnings","45.00","fde1fa2d-ff09-4bd9-a98d-5545ca58039a","a10def46-d984-40cb-9211-1f63050b6761 Fifth Edition",
"31555de2-b952-4b0b-b39c-bf2061dea5ee","BACB Compliance Code and Disciplinary Systems; Professionalism","45.00","31555de2-b952-4b0b-b39c-bf2061dea5ee","b2f7f784-e087-4eb9-a08a-3df9eca1ff0f Fifth Edition",
"63ff6cab-3d4b-e911-8106-000c29a8e632","Measurement (including data analysis)","21.00","63ff6cab-3d4b-e911-8106-000c29a8e632","4aff6cab-3d4b-e911-8106-000c29a8e632 Fourth Edition 8/1/2017 4:00:00 AM",
"997e64f6-e5c6-4f67-ac52-c1c0860100e5","Identification of the Problem & Assessment","30.00","997e64f6-e5c6-4f67-ac52-c1c0860100e5","5cc63fc1-be17-4131-9248-8a973ff2146f Fourth Edition",
"d4e2380e-f966-e911-8106-000c29a8e632","Philosophical Underpinnings","15.00","d4e2380e-f966-e911-8106-000c29a8e632","8352c426-7f61-e911-8106-000c29a8e632 Fifth Edition 5/3/2021 4:00:00 AM",
"88d50e5c-1882-4bee-8c39-71045eef0730","Implementation, Management, and Supervision","1.00","88d50e5c-1882-4bee-8c39-71045eef0730","ae7907db-e7b3-4ad4-97d7-df17f71c4230 Fourth Edition",
"43cac499-4e4f-e911-8106-000c29a8e632","Identification of the Problem & Assessment","2.00","43cac499-4e4f-e911-8106-000c29a8e632","35669483-9646-e911-8106-000c29a8e632 Fourth Edition 10/1/2018 4:00:00 AM",
"14c40643-a8d6-4ee5-a1cd-186a0178b15a","Identification of the Problem & Assessment","10.00","14c40643-a8d6-4ee5-a1cd-186a0178b15a","4d0a88ec-7c6c-4c73-b801-d4ca3f2e2ce9 Fourth Edition",
"9722fc8c-f5e3-e911-8123-000c29a8e632","Behavior Assessment","45.00","9722fc8c-f5e3-e911-8123-000c29a8e632","6f6eee86-f5e3-e911-8123-000c29a8e632 Fifth Edition 5/1/2018 8:00:00 AM",
"97fdd542-e798-e911-810e-000c29a8e632","Measurements, Data Display and Interpretation; Experimental Design","45.00","97fdd542-e798-e911-810e-000c29a8e632","2ec49cc7-e698-e911-810e-000c29a8e632 Fifth Edition 8/15/2019 4:00:00 AM",
"603b9c18-cfdc-4b9f-94bd-b6033c77fbdc","Ethical & Professional Conduct","10.00","603b9c18-cfdc-4b9f-94bd-b6033c77fbdc","209faf63-84c3-4fa4-b8f7-06f5c252e23e Fourth Edition",
"e9e528d4-882d-4241-9112-06a7d367490c","BACB Compliance Code and Disciplinary Systems; Professionalism","45.00","e9e528d4-882d-4241-9112-06a7d367490c","c0794b2a-d22d-46de-b8a6-fa40bc245f6b Fifth Edition",
"441dcae1-91f6-4570-a688-24deae3eaf7e","Measurements, Data Display and Interpretation; Experimental Design","60.00","441dcae1-91f6-4570-a688-24deae3eaf7e","9e6faa15-8e4d-445a-8d4a-4710e30e10a9 Fifth Edition",
"3de2d326-4d8e-e911-810d-000c29a8e632","Concepts & Principles","8.00","3de2d326-4d8e-e911-810d-000c29a8e632","aa016a8f-458e-e911-810d-000c29a8e632 Fifth Edition 8/26/2020 4:00:00 AM",
"c9034580-73a6-4c55-ba16-c7b5fa3c1072","Concepts & Principles of Behavior Analysis","42.00","c9034580-73a6-4c55-ba16-c7b5fa3c1072","33617688-2b83-446c-938f-ee803e763abf Fourth Edition",
"a8957a5f-dd6c-e911-8106-000c29a8e632","Concepts & Principles","45.00","a8957a5f-dd6c-e911-8106-000c29a8e632","80fc8460-dc6c-e911-8106-000c29a8e632 Fifth Edition 8/1/2019 4:00:00 AM",
