id,rc_reg_crse_insttn,rc_regcrs_deparmnt_crm,rc_crse_title,rc_crse_numbr,rc_crse_cdt_lvl,rc_crse_cdt_hrs,rc_cnthrs_editn,rc_cnthrs_strt_dat,rc_cnthrs_end_dat,rc_cnthrs_strt_yr,rc_cnthrs_end_yr,rc_cnthrs_strt_sem,rc_cnthrs_end_sem,rc_cnthrs_strt_qurtr,rc_cntnthrs_end_qtr,data_discrpncy_final_dta,rc_final_data_course_name,rc_rgsd_numbr,rc_rgs_typ_fnl,third_edition_cr_number,alterations,rc_cntnt_alloc_a1,rc_cnt_alloc_b1,rc_cntn_alloc_type_c1,rc_cnt_alloc_c2,rc_cntn_alloc_type_d1,rc_cntn_alloc_type_d2,rc_cntn_alloc_type_d3,rc_cntn_alloc_type_d4,rc_cntn_alloc_type_d5v,rc_cntn_alloc_type_e1,rc_cntn_alloc_type_5av,rc_cntn_alloc_type_5d,rc_cntn_alloc_type_5g,rc_cntn_alloc_type_5h,rc_cntn_alloc_type_5e,rc_cntn_alloc_type_5b,rc_cntn_alloc_type_5c,rc_cntn_alloc_type_5f
56fd06f4-b430-4752-ab7c-3a56d974916a Fourth Edition,Utah State University,Special Education and Rehabilitation,Concepts and Principles of Behavior Analysis in Education ,SPED 6710,Graduate,3,Fourth Edition,,,2014,,Fall,,,,,4263 BCBA,4263, BCBA,,{Title:Concepts and Princ Beh Analy},,45,,,,,,,,,,,,,,,,
2582b433-67c9-427b-987a-1973ddefdc5d Fourth Edition,Antioch University,Applied Behavior Analysis Certificate Program,(Spring 2019) Radical Behaviorism: Philosophical Underpinnings,PYB 5670,Graduate,3,Fourth Edition,,,2019,,Spring,,,,,4022 BCBA,4022, BCBA,,{Title:Radical Behaviorism},,,,,,,,,,45,,,,,,,,
b68c1ef8-a6a7-4956-a859-089fb7a09143 Fourth Edition,Taiwan ABA,TABA,Behavioral Intervention,103,Undergraduate,3,Fourth Edition,,11/11/2017,2014,,Summer,,,,,4211 BCaBA,4211, BCaBA,,{Title:Behavioral Intervention},,,,,,45,,,,,,,,,,,,
4c9b4628-41ba-4243-9950-e8bdf75e82c2 Fourth Edition,"Chicago School of Professional Psychology, The",Dept of Applied Behavior Analysis-DC Campus,Behavior Change Procedures I,AB 556DC,Graduate,3,Fourth Edition,,,2018,,Summer,,,,,4498 BCBA DC,4498, BCBA DC,,{Number:AB 556DC}{Title:Behavior Change Procedures I},,,,,,45,,,,,,,,,,,,
a184b399-7e4a-4e87-976d-b652ebd5382d Fourth Edition,Queens College,Psychology,(Spring 2008) Ethical Issues in Psychology,PSY 771.2,Graduate,2,Fourth Edition,,,2008,,Spring,,,,,4285 BCBA,4285, BCBA,,,30,,,,,,,,,,,,,,,,,
702b33ed-c305-4764-82c6-916d7f8d9d38 Fourth Edition,Saint Louis University,,Behavior Change and Processes,ABA or SWRK 748,Graduate,3,Fourth Edition,,,2013,,Spring,,,,,4055 BCBA,4055, BCBA,,{Number:ABA or SWRK 748}{Title:Behavr Change & Processes ABA},,,,,,45,,,,,,,,,,,,
df41af6c-1c85-4847-ae99-64a128792acd Fourth Edition 9/18/2013 12:00:00 AM,ReykjavÃ­k University,,"Behaviour Analysis in Business, Management, and Marketing",E-611,Graduate,30,Fourth Edition,9/18/2013,12/31/2019,2013,,,,,,,4089 BCBA,4089, BCBA,,"{Title:Behaviour Analysis in Business, Management, and Marketing}",,,,,,,,,,30,,,,,,,,
43239cd4-5f22-4e08-a66e-1d85cd95e96a Fourth Edition,Shippensburg University,Psychology,Selected Topics in Psychology: Ethics in Behavior Analysis,PSY 595,Graduate,3,Fourth Edition,,,2015,,Spring,,,,,4278 BCBA,4278, BCBA,,{Title:Sel Top: Ethics in Behavior Analysis},45,,,,,,,,,,,,,,,,,
2b41ab2a-8565-4316-a98e-9305f297937c Fourth Edition 7/14/2015 12:00:00 AM,ABA EspaÃ±a,ABA EspaÃ±a,ETHICAL AND PROFESSIONAL CONDUCT,ABAE5,Graduate,45,Fourth Edition,7/14/2015,,2015,,,,,,,4316 BCBA,4316, BCBA,,{Number:ABAE5},45,,,,,,,,,,,,,,,,,
4fc445c2-c06a-4b77-b725-fbf838cc2de5 Fourth Edition,SEEK Applied Behavior Analysis Association - Taiwan,Behavior Analysis,Behavior Intervention,103,Graduate,45,Fourth Edition,,,2016,,Spring,,,,,4395 BCBA,4395, BCBA,,{Number:103}{Title:Behavior Intervention},,,,,,45,,,,,,,,,,,,
0e300752-b044-4800-b4f8-02e7be7e6d57 Fourth Edition,University of North Dakota,Teaching and Learning,Concepts and Principles of Behavior Analysis,SPED 590,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4090 BCBA,4090, BCBA,,{Title:Concepts & Principles of BA},,45,,,,,,,,,,,,,,,,
5f3c751e-adfc-4042-85e2-1f1545692bd0 Fourth Edition,Behaviour Analysis Academy,Behaviour Analysis Academy of Malaysia,Measurement and Experimental Design I,BEHABA 2,Graduate,15,Fourth Edition,,10/31/2019,2016,,Summer,,,,,4410 BCBA,4410, BCBA,,{Number:BEHABA 2}{Title:Measurement and Experimental Design I},,,10,5,,,,,,,,,,,,,,
97fdc788-a99c-4a45-838c-fd9a6c3d0a1b Fourth Edition 4/11/2017 12:00:00 AM,Federal University of Sao Carlos,Psychology,Ã‰tica na conduta profissional,LAHMIEI-ABA8,Graduate,50,Fourth Edition,4/11/2017,,2017,,,,Q2,,,4441 BCBA,4441, BCBA,,{Title:Ã‰tica na conduta profissional},50,,,,,,,,,,,,,,,,,
f4c47fe8-f882-48c8-8c15-033157851397 Fourth Edition,CAPPDR-SEEK,SEEK ABA-Taiwan,Concepts & Principles of Behavior Analysis,101,Undergraduate,3,Fourth Edition,,,,,,,,,,4081 BCaBA,4081, BCaBA,,{Title:Concepts & Principles of Behavior Analysis},,45,,,,,,,,,,,,,,,,
2b949b14-9c05-4f8a-a776-b51f8706fe4c Fourth Edition 9/24/2017 4:00:00 AM,Oregon Institute of Technology,Humanities and Social Sciences,Behavioral Assessment,ABA 526,Graduate,3,Fourth Edition,9/24/2017,,2014,,,,Q3,,,4247 BCBA,4247, BCBA,,{Number:ABA 526}{Title:Behavioral Assessment},,,,,30,,,,,,,,,,,,,
fa40410d-e8eb-41e0-8669-077a97e38e43 Fourth Edition,Beit Berl College,Behavior Analysis,Concepts and Principles of Behavior Analysis,ABA-BBC06,Graduate,2,Fourth Edition,,,2016,,Spring,,,,,4391 BCaBA,4391, BCaBA,,,,45,10,,,,,,,,,,,,,,,
5051093b-2c37-45aa-8609-aa228b9313d6 Fourth Edition,Universidade de SÃ£o Paulo,Behavior Analysis,Systems of behavior change,USP-ABA6,Graduate,10,Fourth Edition,,,2016,,Spring,,,,,4387 BCBA,4387, BCBA,,,,,,,,,,10,,,,,,,,,,
58298d7a-afe0-4509-81a2-283cb904b3ad Fourth Edition,Central Washington University,Psychology,Advanced Learning,PSY 562,Graduate,3,Fourth Edition,,,2013,,,,Q4,,,4134 BCBA,4134, BCBA,,{Title:Advanced Learning},,30,,,,,,,,,,,,,,,,
217626a3-5476-4710-9bab-89043ca1984f Fourth Edition,Youngstown State University,Psychology,Behavioral Interventions and Ethical Considerations.,6963,Graduate,3,Fourth Edition,,,2016,,Spring,,,,,4378 BCBA,4378, BCBA,,{Title:Beh Intvn Ethical Consdratns},45,,,,,,,,,,,,,,,,,
517e6aba-8e43-4999-baf6-2f57ed37ffa2 Fourth Edition,University of Southern Maine,Psychology,Behavioral Principles of Learning,SPY 601,Graduate,45,Fourth Edition,,,2018,,Fall,,,,,4074 BCBA,4074, BCBA,,{Title:Behavioral Princ of Learning},,45,,,,,,,,,,,,,,,,
7c5ae3ca-a750-4221-b4a4-00134840c3bd Fourth Edition,Queens College,Psychology,(Spring 2008) Theory and Method in Applied Behavior Analysis I,PSYCH 73001,Graduate,3,Fourth Edition,,,2008,,Spring,,,,,4285 BCBA,4285, BCBA,,{Title:Thy Mth App Beh An 1},,45,,,,,,,,,,,,,,,,
5f1868bd-55d9-481f-8fa4-738057476542 Fourth Edition,Universidade de SÃ£o Paulo,Behavior Analysis,Advanced and specific topics on Behavior Analysis,USP-ABA10,Graduate,30,Fourth Edition,,,2016,,Spring,,,,,4387 BCBA,4387, BCBA,,,,,,,,,,,,30,,,,,,,,
3abcc0ac-f6b1-434e-84fe-dbbafea9ee8e Fourth Edition,Antioch University,Applied Behavior Analysis Certificate Program,Identify Problem & Assessment,PYI 560,Graduate,2,Fourth Edition,,,2012,,Fall,,,,,4022 BCBA,4022, BCBA,,{Title:Identify Problem & Assessment},,,,,30,,,,,,,,,,,,,
10e0d585-dba9-4ba9-941b-8e9e973e1da3 Fourth Edition,Brigham Young University,Counseling Psychology and Special Education,Positive Behavior Support,CPSE 619,Graduate,3,Fourth Edition,,,2016,,Fall,,,,,4425 BCBA,4425, BCBA,,{Title:Positive Behavior Support},,,,,,25,10,,10,,,,,,,,,
e340add2-e685-4370-8ee1-66e36a22f72e Fourth Edition,University of Texas at San Antonio,Interdisciplinary Learning & Teaching,Instruction for Students with Autism Spectrum Disorders & Developmental Disabilities,SPE 4673,Undergraduate,3,Fourth Edition,,,2016,,Spring,,,,,4382 BCaBA,4382, BCaBA,,{Title:Inst for Students w/ASD & DD},,45,,,,,,,,,,,,,,,,
969ac567-535e-4ea4-b0d9-dd80f11a846e Fourth Edition,Queen's University Belfast,Education,Behaviour change and Education,EDU7228,Graduate,45,Fourth Edition,,9/15/2019,,,,,,,,4042 BCBA,4042, BCBA,,,,,,,,,,5,10,30,,,,,,,,
80139af9-f38b-45d1-be3a-5f6625217fe5 Fourth Edition,Mcneese state university,Psychology,(Summer 2014) Professional Orientation and Ethics,Psyc 685,Graduate,3,Fourth Edition,,,2014,,Summer,,,,,4069 BCBA,4069, BCBA,,"{Title:Professional Orientatn, Ethics}",45,,,,,,,,,,,,,,,,,
5a37da6e-b143-494f-9942-77b51aa1486f Fourth Edition,Nova Southeastern University/Mailman Segal Center for Human Development,Mailman Segal Center for Human Development/Abraham S. Fischler College of Education, Ethical and Professional Conduct in Applied Behavior Analysis,SPED 9670,Graduate,3,Fourth Edition,,,2018,,Spring,,,,,4167 BCBA,4167, BCBA,,{Number:EDD 9670}{Title:Ethical & Prof Conduct in ABA},45,,,,,,,,,,,,,,,,,
122cfc93-44e6-47e7-aff1-71c4135ac43f Fourth Edition,"Chicago School of Professional Psychology, The",Behavior Analysis,Behavior Change Procedures II,AB 557TX,Graduate,3,Fourth Edition,,,2018,,Summer,,,,,4500 BCBA Dallas,4500, BCBA Dallas,,{Title:Behavior Change Procedures II},,,,,,,,15,30,,,,,,,,,
45212fcf-ba15-45bc-91c7-db8716ba2e95 Fourth Edition 9/24/2017 4:00:00 AM,Oregon Institute of Technology,Humanities and Social Sciences,Foundations of ABA I,ABA 511,Graduate,3,Fourth Edition,9/24/2017,,2014,,,,Q3,,,4247 BCBA,4247, BCBA,,{Title:Foundations of ABA I},,30,,,,,,,,,,,,,,,,
622bb9d7-bbd4-4b2f-8c64-b0091683eb98 Fourth Edition,Hofstra University,Special Education,"Behavioral Programming, Supervision and Consultation for Behavior Analysts","SPED 299, SPED 280C",Graduate,2,Fourth Edition,,,2014,,Summer,,,,,4218 BCBA,4218, BCBA,,,,,,,,,10,10,10,,,,,,,,,
2d1f0971-8b87-4b48-bbc9-32723dc1f43e Fourth Edition,Touro University California,Special Education,Ethics in Applied Behavior Analysis,SPEC 725,Graduate,3,Fourth Edition,,,2017,,Winter,,,,,4303 BCBA,4303, BCBA,,{Title:Ethics ABA},45,,,,,,,,,,,,,,,,,
357864d5-05e1-4630-b538-9958283a58ae Fourth Edition,"Chicago School of Professional Psychology, The",Behavior Analysis,Professional Ethics and Issues in Behavior Analysis,AB565ON,Graduate,3,Fourth Edition,,,2018,,Summer,,,,,4499 BCBA - Online,4499, BCBA - Online,,{Title:Professional Ethics and Issues},45,,,,,,,,,,,,,,,,,
ca18aea4-a070-4069-9103-14441016c2df Fourth Edition 3/1/2018 5:00:00 AM,Daegu Cyber University,Department of Behavior Therapy,Theory of Behavior Therapy,461,Undergraduate,3,Fourth Edition,3/1/2018,6/30/2018,2015,,Spring,,,,,4295 BCaBA,4295, BCaBA,,,,45,,,,,,,,,,,,,,,,
97684a25-a0c2-49b7-aaa6-ebfdb9a2459b Fourth Edition,Kutztown University of Pennsylvania,Special Education,Interventions for Individuals with ASD and Developmental Disabilities,SPU 604,Graduate,3,Fourth Edition,,,2017,,Spring,,,,,4443 BCBA,4443, BCBA,,{Title:Interventions},,,,,,45,,,,,,,,,,,,
d00fea49-e79d-4aad-934c-975e0e4da2fe Fourth Edition 2/20/2013 5:00:00 AM,Kongju National University,Behavioral Psychology and Intervention,Applied Behavior Analysis I,9608001,Graduate,45,Fourth Edition,2/20/2013,,,,,,,,,4041 BCBA,4041, BCBA,,{Title:Applied Behvr Analysis I},,30,9,,,,,,,6,,,,,,,,
35a788e8-2deb-4a5c-9fb1-6619eb25f93f Fourth Edition,Pepperdine University,Psychology,Assessment Procedures for Applied Behavior Analysis,PSY 617,Graduate,2,Fourth Edition,,4/17/2020,2016,,Summer,,,,,4414 BCBA,4414, BCBA,,{Title:Assessment Procedures A B A},,,,,30,,,,,,,,,,,,,
f8583ee7-016c-43f8-8c55-168e3ad4da01 Fourth Edition 10/20/2015 12:00:00 AM,Instituto Walden 4,Instituto Walden4,Ethical and Professional Conduct,BEHABA 8,Graduate,2,Fourth Edition,10/20/2015,,,,,,,,,4341 BCaBA,4341, BCaBA,,,30,,,,,,,,,,,,,,,,,
31854440-06f4-4f31-b742-5adadeaf6f92 Fourth Edition,"Chicago School of Professional Psychology, The",Applied Behavior Analysis,Concepts and Principles in Behavior Analysis II,AB 541IR,Graduate,3,Fourth Edition,,,2018,,Summer,,,,,"4502 BCBA IR, LA, SD",4502," BCBA IR, LA, SD",,{Title:Concepts and Principles in Behavior Analysis II},,45,,,,,,,,,,,,,,,,
5cf98274-fac8-4153-8fda-cbbb69517ac2 Fourth Edition,Kibbutzim College,School for advanced studies,Observation on Behavior Accumulation of info & Data Analysis,6511,Graduate,30,Fourth Edition,,8/30/2019,2014,,Fall,,,,,4239 BCBA,4239, BCBA,,{Title:Observation on Behavior Accumulation of info & Data Analysis},,,30,,,,,,,,,,,,,,,
77a1ce1b-1ddf-4708-b39a-4389d2ce4185 Fourth Edition,James Madison University,Graduate Psychology / Exceptional education,Special topics: Ethics and Professional Development I,PSY 601,Graduate,1,Fourth Edition,,,2013,,Fall,,,,,4122 BCBA,4122, BCBA,,{Title:Special topics: Ethics and Professional Development I},15,,,,,,,,,,,,,,,,,
d47ed674-5e4a-4ea0-aab6-726114582d05 Fourth Edition,Nova Southeastern University/Mailman Segal Center for Human Development,Mailman Segal Center for Human Development/Abraham S. Fischler College of Education,Principles of Applied Behavior Analysis,HCP 6510,Graduate,3,Fourth Edition,,,2009,,Spring,,,,,4439 BCBA - HCP Distance,4439, BCBA - HCP Distance,,{Title:Prin Appl Behav Anal}{Number:HSDD 0710},,45,,,,,,,,,,,,,,,,
ff0b27b5-a840-43d7-974b-ab725d96b702 Fourth Edition,University of Michigan - Dearborn,"College of Education, Health, and Human Services, Department of Education",Ethics in Applied Behavior Analysis,EDC 623,Graduate,3,Fourth Edition,,,2017,,Summer,,,,,4451 BCBA,4451, BCBA,,{Title:Ethics in ABA},45,,,,,,,,,,,,,,,,,
84f29891-79fa-4c48-a6e5-cff62adeae75 Fourth Edition,Kibbutzim College,Advanced Studies,Behavior Analysis - implementation of Principles and procedures,6518,Graduate,30,Fourth Edition,,8/30/2019,2014,,Fall,,,,,4240 BCaBA,4240, BCaBA,,{Title:Behavior Analysis - implementation of Principles and procedures},,30,,,,,,,,,,,,,,,,
076fb188-d7c3-4e69-b23d-189917745589 Fourth Edition,Seton Hall University,Education,Introduction to Applied Behavior Analysis,EDST 7316,Graduate,3,Fourth Edition,,,2015,,Summer,,,,,4305 BCBA,4305, BCBA,,{Title:Introduction to Applied Behavior Analysis},,45,,,,,,,,,,,,,,,,
4e632967-9a7b-44e6-985d-d1482ce9a449 Fourth Edition,University of North Dakota,Teaching and Learning,Ethical and Professional Conduct for Behavior Analysts,SPED 590,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4090 BCBA,4090, BCBA,,{Title:Ethic & Prof Conduct for BA},45,,,,,,,,,,,,,,,,,
26fa441a-b1ae-4d19-a910-7feaac3eb4a9 Fourth Edition,Michigan School of Psychology,Psychology,Foundations of Applied Behavior Analysis,PSYC 553/653,Graduate,60,Fourth Edition,,,2016,,Fall,,,,,4426 BCBA,4426, BCBA,,{Number:PSYC 553}{Number:PSYC 653}{Title:Foundations of Applied Behavior Analysis},,60,,,,,,,,,,,,,,,,
274b7eb6-bb25-4da5-9e0e-8bc09bfc780c Fourth Edition 9/1/2014 4:00:00 AM,Oregon Institute of Technology,Humanities and Social Sciences,Applied Behavior Analysis I,PSY 507,Graduate,3,Fourth Edition,9/1/2014,6/30/2017,2014,,,,Q3,,,4247 BCBA,4247, BCBA,,{Title:ABA I},,30,,,,,,,,,,,,,,,,
59c1e8e1-4c93-42e3-8ad8-2a5a71776317 Fourth Edition 4/6/2016 12:00:00 AM,University of Dublin Trinity College,School of Psychology,* Module 2: Ethics in ABA,PS7091,Graduate,15,Fourth Edition,4/6/2016,,2016,,,,,,,4381 BCBA,4381, BCBA,,{Title:Module 2: PS7091 Ethics in ABA},15,,,,,,,,,,,,,,,,,
53f8966f-db54-49c3-bc51-c461eaa688ed Fourth Edition,Kibbutzim College,Advanced Studies,Concepts & Principles of Behavior Analysis,6514,Graduate,30,Fourth Edition,,8/30/2019,2014,,Fall,,,,,4240 BCaBA,4240, BCaBA,,{Title:Concepts & Principles of Behavior Analysis},,30,,,,,,,,,,,,,,,,
7aad2dc0-0ed5-44c9-99e6-2f6491581222 Fourth Edition,Florida Tech,Behavior Analysis,"Foundations, Concepts & Principles of Behavior Analysis",5011,Graduate,3,Fourth Edition,,,2013,,Spring,,,,,4038 BCBA,4038, BCBA,,{Title:Found/Conc Beh Analysis},,45,,,,,,,,,,,,,,,,
12fa246b-803a-46c1-accb-4474018a87f0 Fourth Edition,University of Southern California,Psychology,Psychology 532:  Ethics for Behavior Analysts,Psychology 532,Graduate,45,Fourth Edition,,,2016,,Fall,,,,,4423 BCBA,4423, BCBA,,{Number:PSYC-532}{Title:Ethics for Behavior Analysts},45,,,,,,,,,,,,,,,,,
1eb0978e-92f5-49f7-924a-a0c288d4810f Fourth Edition,Antioch University,Applied Behavior Analysis Certificate Program,(Spring 2019) Performance Management and Supervision,PYI 5630,Graduate,3,Fourth Edition,,,2019,,Spring,,,,,4022 BCBA,4022, BCBA,,{Title:Perf Management & Supervision},,,,,,,,,45,,,,,,,,,
8db54f05-27d5-43ac-9bc2-547edd437f40 Fourth Edition,Florida State University,Psychology,Basic Principles of Behavior,EAB5700,Graduate,3,Fourth Edition,,,2013,,Spring,,,,,4046 BCBA,4046, BCBA,,{Title:BASIC PRIN OF BEHAV},,45,,,,,,,,,,,,,,,,
c92a35bf-b2d1-41ec-a10e-a35139e13b43 Fourth Edition 2/1/2017 12:00:00 AM,Beijing Normal University,Education Research Center for Children with Autism,Ethics-II: Ethical and Professional Conduct of Behavior Analysts,Ethics-II,Graduate,45,Fourth Edition,2/1/2017,,2017,,,,,,,4435 BCBA,4435, BCBA,,{Title:Ethnics-II: Ethical and Professional Conduct of Behavior Analysts},45,,,,,,,,,,,,,,,,,
ad093636-a358-46e7-b8a3-f0bdf7b44fc4 Fourth Edition,University of Washington,Education,ABA for Teachers,EDSPE 527,Graduate,3,Fourth Edition,,,2013,,,,Q4,,,4106 BCBA,4106, BCBA,,{Title:ABA for Teachers},,30,,,,,,,,,,,,,,,,
9c21d483-13a3-4f1a-88f6-765d7e56762a Fourth Edition,Kibbutzim College,Advanced Studies,Teaching Fundamental & Academic Skills for Children With Developmental Difficulties,6515,Graduate,30,Fourth Edition,,8/30/2019,2014,,Fall,,,,,4240 BCaBA,4240, BCaBA,,{Title:Teaching Fundamental & Academic Skills for Children With Developmental Difficulties},,,,,,30,,,,,,,,,,,,
d865e8c4-83c9-4d4d-be73-3d349b92caac Fourth Edition 8/26/2016 4:00:00 AM,Consorzio Universitario Humanitas,Human Sciences Department,Discretionary,8,Graduate,32,Fourth Edition,8/26/2016,12/15/2019,2016,,,,,,,4424 BCBA,4424, BCBA,,{Title:Discretionary/Teaching skills},,,,,,,,,,32,,,,,,,,
10c808f3-eb7b-461f-a767-f3a7f93ba3f0 Fourth Edition 8/26/2016 4:00:00 AM,Consorzio Universitario Humanitas,Human Sciences Department,Fudamental Elements  of Behavior Change and Specific Behavior Change Procedures,2,Graduate,56,Fourth Edition,8/26/2016,12/15/2019,2016,,,,,,,4424 BCBA,4424, BCBA,,,,,,,,56,,,,,,,,,,,,
23a27106-be0a-4b48-adc1-d1c750a6a1c7 Fourth Edition,Oslo Metropolitan University,Department of behavioral science,Experimental design and functional analysis,MALKA 214,Graduate,54,Fourth Edition,,,2018,,Summer,,,,,4488 BCBA,4488, BCBA,,{Title:Experimental design and functional analysis},,,20,28,,,,,6,,,,,,,,,
eb6809e9-bf2d-440c-82e6-6896a26055aa Fourth Edition,Florida State University,Psychology,(after 8/2014) Experimental Analysis of Behavior,EAB5708,Graduate,3,Fourth Edition,,,2014,,Fall,,,,,4046 BCBA,4046, BCBA,,,,45,,,,,,,,,,,,,,,,
6175684c-02f4-4565-a959-e50c5d5b9848 Fourth Edition 4/7/2015 12:00:00 AM,University of Dublin Trinity College,School of Psychology,ABA Across the Lifespan,Module PS7120,Graduate,10,Fourth Edition,4/7/2015,,2015,,,,,,,4281 BCBA,4281, BCBA,,{Number:PS7120}{Title:ABA Across the Lifespan},,,,,,,,,,15,,,,,,,,
9867acec-288a-4af9-8568-c4b83b22ec84 Fourth Edition,University of Washington,Education,Application of Behavioral Principles,EDSPE 527,Graduate,3,Fourth Edition,,,2013,,,,Q4,,,4106 BCBA,4106, BCBA,,,,30,,,,,,,,,,,,,,,,
48f72be6-e9d8-4d68-b38d-22b790b70cdb Fourth Edition,Brigham Young University,Counseling Psychology and Special Education,Single-Subject Research Design,CPSE 673,Graduate,3,Fourth Edition,,,2016,,Fall,,,,,4425 BCBA,4425, BCBA,,{Title:Single-Subject Research Design},,,25,20,,,,,,,,,,,,,,
514a63d5-3cc1-43cc-9e81-b682d8c7b941 Fourth Edition,Kibbutzim College,School for advanced studies,Planning and Implementing Intervention in the Family Program,6526,Graduate,30,Fourth Edition,,8/30/2019,2014,,Fall,,,,,4239 BCBA,4239, BCBA,,{Title:Planning and Implementing Intervention in the Family Program},,,,,,,30,,,,,,,,,,,
0eeeb28b-cdeb-4228-976f-91c26d89bd8f Fourth Edition 2/15/2016 12:00:00 AM,SEA ABA,BCaBA coursework,"Identification, Assessment, and Discretionary",BEHABA-5,Undergraduate,45,Fourth Edition,2/15/2016,,,,,,,,,4430 BCaBA,4430, BCaBA,,,,,,,30,,,,,15,,,,,,,,
b1b5c367-51c0-43d4-98b4-b8cda03fcacc Fourth Edition,Behaviour Analysis Academy,Behaviour Analysis Academy of Malaysia,Ethical and professional conduct,BEHABA 8,Graduate,30,Fourth Edition,,10/31/2019,2016,,Summer,,,,,4410 BCBA,4410, BCBA,,{Number:BEHABA 8}{Title:Ethical and professional conduct},30,,,,,,,,,,,,,,,,,
898c4671-e014-4c0d-aef7-d4bfb1059697 Fourth Edition,Universidad Complutense De Madrid,Facultad de Educacion - Abascool,Behavior change applications,ABA-104,Graduate,45,Fourth Edition,,,,,,,,,,4466 BCBA,4466, BCBA,,{Title:Behavior change applications},,,,,,45,,,,,,,,,,,,
89bedd63-8ea4-4bd7-a394-22e2653552f0 Fourth Edition,George Brown College,School of Health and Wellness,Behavioural Assessment,BEHA 2001,Undergraduate,42,Fourth Edition,,,2016,,Fall,,,,,4429 BCaBA,4429, BCaBA,,{Title:Behavioural Assessment},,,9,,33,,,,,,,,,,,,,
8684c5be-2c15-45b2-9ec3-281f766ebf1f Fourth Edition,Emirates College for Advanced Education,"Counseling, Special Education and Neuroscience",Behavior Assessment,EDUABA3,Graduate,3,Fourth Edition,,,2018,,Fall,,,,,4508 BCBA,4508, BCBA,,{Title:Behavior Assessment}{Number:EDUABA3},,,,,45,,,,,,,,,,,,,
cb45772e-5a45-44b4-a583-b8bf2c38b909 Fourth Edition,University of Central Florida,School of Teacher Education,Advanced Behavior Analytic Approaches to Communication,EEX 6619,Graduate,3,Fourth Edition,,,2018,,Fall,,,,,4515 BCBA,4515, BCBA,,{Title:Advanced Applied Behavior Analysis},,,,,,40,,,5,,,,,,,,,
6c889675-8370-4b0c-b3c6-c400178a64c0 Fourth Edition,University of Florida,Psychology,Principles of Behavior Analysis,EAB 3002,Graduate,3,Fourth Edition,,,2015,,Spring,,,,,4268 BCaBA,4268, BCaBA,,{Title:PRINC BEHAV ANALYSIS},,45,,,,,,,,,,,,,,,,
2e90abf9-a897-4f00-89dc-7519883ea7f0 Fourth Edition,Queen's University Belfast,Education,Ethical and professional conduct,EDU7230,Graduate,45,Fourth Edition,,9/15/2019,,,,,,,,4042 BCBA,4042, BCBA,,,45,,,,,,,,,,,,,,,,,
78818375-3ab2-4e43-af76-f4463c3d8417 Fourth Edition,Lehigh University,Special Education,Behavior Analysts: Ethics and Professional Conduct,SPED 410,Graduate,3,Fourth Edition,,,2017,,Summer,,,,,4408 BCBA,4408, BCBA,,{Title:Ethics and Professional Conduct},45,,,,,,,,,,,,,,,,,
dd5b2343-be62-4c6d-853a-ce3fe6b0222d Fourth Edition,University of Texas at San Antonio,Interdisciplinary Learning & Teaching/Educational Psychology,Ethics for Applied Behavior Analysis,EDP 6403,Graduate,3,Fourth Edition,,,2014,,Spring,,,,,4176 BCBA,4176, BCBA,,{Title:Ethics for Applied Behavior Analysis},45,,,,,,,,,,,,,,,,,
a4fa3543-0897-4e57-a634-f903dbff4a0b Fourth Edition,Bangor University,School of Psychology,(Fall 2012) Proposal,PRP4001,Graduate,15,Fourth Edition,,,2012,,Fall,,,,,4335 BCBA,4335, BCBA,,{Number:PRP4001},,,,,10,,,,,8,,,,,,,,
1b7ffaa0-b0f2-4699-b346-db8dc0c7b7af Fourth Edition,"Chicago School of Professional Psychology, The",Behavior Analysis,Professional Ethics and Issues in Behavior Analysis,AB 565TX,Graduate,3,Fourth Edition,,,2018,,Summer,,,,,4500 BCBA Dallas,4500, BCBA Dallas,,{Title:Professional Ethics and Issues in Behavior Analysis},45,,,,,,,,,,,,,,,,,
71f79d33-1ddd-428e-8c30-4d39929fbfe1 Fourth Edition,Western Michigan University,Department of Psychology,"Autism:  Etiology, Assessment, and Behavioral Intervention ",PSY 6570,Graduate,3,Fourth Edition,,,2014,,Summer,,,,,4197 BCBA,4197, BCBA,,{Title:Autism:Etiol/Assess/BehavTrmt},,,,,,45,,,,,,,,,,,,
ddd73742-d95a-483e-8c2e-78d4e34354f6 Fourth Edition,CAPPDR-SEEK,SEEK ABA-Taiwan,Behavior Change Applications,BEHABA-4,Graduate,3,Fourth Edition,,,,,,,,,,4081 BCaBA,4081, BCaBA,,,,,,,,45,,,,,,,,,,,,
aa2c2ca0-0740-4b1d-988d-e4ff3ba8354e Fourth Edition,University of Southern Maine,Psychology,Professional Ethics in Behavior Analysis,SPY 608,Graduate,45,Fourth Edition,,,2018,,Fall,,,,,4074 BCBA,4074, BCBA,,{Title:Prof Ethics in Behavior Analys},45,,,,,,,,,,,,,,,,,
