"custrecord_rc_crse_crm_id","externalid","custrecord_rc_course_title","custrecord_rc_course_number","custrecord_rc_course_credit_level","custrecord_rc_course_credit_hours","custrecord_rc_course_instruction_mode","custrecord_rc_course_institution_name_uniq","custrecord_rc_course_institution_name","custrecord_rc_course_inst","custrecord_rc_course_dept",
"5dae1bcf-5232-e911-8106-000c29a8e632","5dae1bcf-5232-e911-8106-000c29a8e632","Ethics for Behaviour Analysts","EPSE 578","Graduate","3 (45 content hrs.)","On-Campus","University of British Columbia","University of British Columbia","4C2F0D18-A766-E911-8106-000C29A8E632","Education",
"efbbd38f-5332-e911-8106-000c29a8e632","efbbd38f-5332-e911-8106-000c29a8e632","Supervision & Management for Behaviour Analysts","EPSE 579","Graduate","3 (36 content hrs.)","On-Campus","University of British Columbia","University of British Columbia","4C2F0D18-A766-E911-8106-000C29A8E632","Education",
"98a24777-5432-e911-8106-000c29a8e632","98a24777-5432-e911-8106-000c29a8e632","Design & Analysis of Research with Small Samples and Single Subjects","EPSE 593","Graduate","3 (45 content hrs.)","On-Campus","University of British Columbia","University of British Columbia","4C2F0D18-A766-E911-8106-000C29A8E632","Education",
"ce42e706-4735-e911-8106-000c29a8e632","ce42e706-4735-e911-8106-000c29a8e632","Supervision and Staff Performance","SPED 5902","Graduate","3","Online","Webster University","Webster University","4263F69F-A05B-E911-8106-000C29A8E632","Special Education",
"eebd0544-4e35-e911-8106-000c29a8e632","eebd0544-4e35-e911-8106-000c29a8e632","Ethics and Professional Issues in Applied Behavior Analysis","SPED 5903","Graduate","3","Online","Webster University","Webster University","4263F69F-A05B-E911-8106-000C29A8E632","Special Education",
"6398a47e-6535-e911-8106-000c29a8e632","6398a47e-6535-e911-8106-000c29a8e632","Philosophy in ABA","EDP 5301","Graduate","3","On-Campus","Baylor University","Baylor University","D22BD0DF-5755-E911-8106-000C29A8E632","Educational Psychology",
"3939b854-6735-e911-8106-000c29a8e632","3939b854-6735-e911-8106-000c29a8e632","Concepts and Principles of Applied Behavior Analysis","EDP 5302","Graduate","3","On-Campus","Baylor University","Baylor University","D22BD0DF-5755-E911-8106-000C29A8E632","Educational Psychology",
"2d1204f2-6935-e911-8106-000c29a8e632","2d1204f2-6935-e911-8106-000c29a8e632","Managing Behavior Change Programs","EDP 5374","Graduate","3","On-Campus","Baylor University","Baylor University","D22BD0DF-5755-E911-8106-000C29A8E632","Educational Psychology",
"b8a8008f-6c35-e911-8106-000c29a8e632","b8a8008f-6c35-e911-8106-000c29a8e632","Ethics in Applied Behavior Analysis","EDP 5354","Graduate","3","On-Campus","Baylor University","Baylor University","D22BD0DF-5755-E911-8106-000C29A8E632","Educational Psychology",
"4baf9267-df35-e911-8106-000c29a8e632","4baf9267-df35-e911-8106-000c29a8e632","Teaching Individuals with Autism and Developmental Disabilities","EDP 5358","Graduate","3","On-Campus","Baylor University","Baylor University","D22BD0DF-5755-E911-8106-000C29A8E632","Educational Psychology",
"916c3579-c036-e911-8106-000c29a8e632","916c3579-c036-e911-8106-000c29a8e632","Principles of ABA","SPECED 709","Graduate","3","Online","University of Wisconsin Whitewater","University of Wisconsin Whitewater","92ADA497-9F5B-E911-8106-000C29A8E632","Education",
"4c7d46db-c436-e911-8106-000c29a8e632","4c7d46db-c436-e911-8106-000c29a8e632","Philosophy of ABA","SPECED 712","Graduate","3","Online","University of Wisconsin Whitewater","University of Wisconsin Whitewater","92ADA497-9F5B-E911-8106-000C29A8E632","Education",
"f02d0f7a-c636-e911-8106-000c29a8e632","f02d0f7a-c636-e911-8106-000c29a8e632","Ethics in ABA","SPECED 711","Graduate","3","Online","University of Wisconsin Whitewater","University of Wisconsin Whitewater","92ADA497-9F5B-E911-8106-000C29A8E632","Education",
"db9ddbd7-c836-e911-8106-000c29a8e632","db9ddbd7-c836-e911-8106-000c29a8e632","Research Methods: Single-Case Design","SPECED 701","Graduate","3","Online","University of Wisconsin Whitewater","University of Wisconsin Whitewater","92ADA497-9F5B-E911-8106-000C29A8E632","Education",
"2547f919-d236-e911-8106-000c29a8e632","2547f919-d236-e911-8106-000c29a8e632","Supervision of Personnel and Programs","SPECED 715","Graduate","3","Online","University of Wisconsin Whitewater","University of Wisconsin Whitewater","92ADA497-9F5B-E911-8106-000C29A8E632","Education",
"2916245b-d336-e911-8106-000c29a8e632","2916245b-d336-e911-8106-000c29a8e632","Behavior Assessment","SPECED 741","Graduate","3","Online","University of Wisconsin Whitewater","University of Wisconsin Whitewater","92ADA497-9F5B-E911-8106-000C29A8E632","Education",
"e7118d60-dc36-e911-8106-000c29a8e632","e7118d60-dc36-e911-8106-000c29a8e632","Behavior Change Procedures","SPECED 742","Graduate","3","Online","University of Wisconsin Whitewater","University of Wisconsin Whitewater","92ADA497-9F5B-E911-8106-000C29A8E632","Education",
"79938a01-b63a-e911-8106-000c29a8e632","79938a01-b63a-e911-8106-000c29a8e632","Applied Behavior Analysis in Autism and Developmental Disabilities","MHS 4206","Undergraduate","3","On-Campus","University of South Florida","University of South Florida","D851AD65-81E7-E811-8105-000C29A8E632","Child & Family Studies",
"8d34f997-ba3a-e911-8106-000c29a8e632","8d34f997-ba3a-e911-8106-000c29a8e632","Behavior Assessment and Intervention Planning in Applied Behavior Analysis","MHS 4202","Undergraduate","3","On-Campus","University of South Florida","University of South Florida","D851AD65-81E7-E811-8105-000C29A8E632","Child & Family Studies",
"31d9976f-bb3a-e911-8106-000c29a8e632","31d9976f-bb3a-e911-8106-000c29a8e632","Research Methods and Ethical Issues in Applied Behavior Analysis","MHS 4412","Undergraduate","3","On-Campus","University of South Florida","University of South Florida","D851AD65-81E7-E811-8105-000C29A8E632","Child & Family Studies",
"dead8133-bc3a-e911-8106-000c29a8e632","dead8133-bc3a-e911-8106-000c29a8e632","Ethics, Supervision, and Management in Applied Behavior Analysis","MHS  4704/MHS 4931","Undergraduate","3","On-Campus","University of South Florida","University of South Florida","D851AD65-81E7-E811-8105-000C29A8E632","Child & Family Studies",
"dbbc3aa8-bc3a-e911-8106-000c29a8e632","dbbc3aa8-bc3a-e911-8106-000c29a8e632","Practicum Seminar in Applied Behavior Analysis","MHS 4943","Undergraduate","3","On-Campus","University of South Florida","University of South Florida","D851AD65-81E7-E811-8105-000C29A8E632","Child & Family Studies",
"b9212056-6f3b-e911-8106-000c29a8e632","b9212056-6f3b-e911-8106-000c29a8e632","Single-Subject Research Design","EDP 5357","Graduate","3","On-Campus","Baylor University","Baylor University","D22BD0DF-5755-E911-8106-000C29A8E632","Educational Psychology",
"59cf798c-733b-e911-8106-000c29a8e632","59cf798c-733b-e911-8106-000c29a8e632","Ethics in Applied Behavior Analysis","PS225","Undergraduate","5","Online","Purdue University Global","Purdue University Global","2634896C-6029-E911-8106-000C29A8E632","Psychology",
"46df651c-7a3b-e911-8106-000c29a8e632","46df651c-7a3b-e911-8106-000c29a8e632","Challenging Behavior and Developmental Disabilities","EDP 5361","Graduate","3","On-Campus","Baylor University","Baylor University","D22BD0DF-5755-E911-8106-000C29A8E632","Educational Psychology",
"7db324c1-7c3b-e911-8106-000c29a8e632","7db324c1-7c3b-e911-8106-000c29a8e632","Behavioral Concepts and Principles","CAEP 6326","Graduate","3","Online","Northeastern University","Northeastern University","10D0EF59-6200-E411-BEB5-00505683000D","Psychology",
"b4dd8643-803b-e911-8106-000c29a8e632","b4dd8643-803b-e911-8106-000c29a8e632","Service Administration","CAEP 6329","Graduate","45","Online","Northeastern University","Northeastern University","10D0EF59-6200-E411-BEB5-00505683000D","Psychology",
"c25735ce-833b-e911-8106-000c29a8e632","c25735ce-833b-e911-8106-000c29a8e632","Behavior Assessment","CAEP 6327","Graduate","3","Online","Northeastern University","Northeastern University","10D0EF59-6200-E411-BEB5-00505683000D","Psychology",
"86b55ba1-843b-e911-8106-000c29a8e632","86b55ba1-843b-e911-8106-000c29a8e632","Research and Design Methods","CAEP 6328","Graduate","3","Online","Northeastern University","Northeastern University","10D0EF59-6200-E411-BEB5-00505683000D","Psychology",
"7a1fa367-853b-e911-8106-000c29a8e632","7a1fa367-853b-e911-8106-000c29a8e632","Advanced Learning 1","CAEP 6331","Graduate","3","Online","Northeastern University","Northeastern University","10D0EF59-6200-E411-BEB5-00505683000D","Psychology",
"5866481b-873b-e911-8106-000c29a8e632","5866481b-873b-e911-8106-000c29a8e632","Exceptional Needs Children","PS340","Undergraduate","6","Online","Purdue University Global","Purdue University Global","2634896C-6029-E911-8106-000C29A8E632","Psychology",
"41ee7c3b-873b-e911-8106-000c29a8e632","41ee7c3b-873b-e911-8106-000c29a8e632","Applied Programming 1","CAEP 6334","Graduate","3","Online","Northeastern University","Northeastern University","10D0EF59-6200-E411-BEB5-00505683000D","Psychology",
"513e6442-883b-e911-8106-000c29a8e632","513e6442-883b-e911-8106-000c29a8e632","Advanced Learning 2","CAEP 6332","Graduate","3","Online","Northeastern University","Northeastern University","10D0EF59-6200-E411-BEB5-00505683000D","Psychology",
"cde09880-893b-e911-8106-000c29a8e632","cde09880-893b-e911-8106-000c29a8e632","Applied Programming 2","CAEP 6335","Graduate","3","Online","Northeastern University","Northeastern University","10D0EF59-6200-E411-BEB5-00505683000D","Psychology",
"3a2ff6e0-8b3b-e911-8106-000c29a8e632","3a2ff6e0-8b3b-e911-8106-000c29a8e632","Applied Behavior Analysis I","PS360","Undergraduate","6","Online","Purdue University Global","Purdue University Global","2634896C-6029-E911-8106-000C29A8E632","Psychology",
"8fa4746b-973b-e911-8106-000c29a8e632","8fa4746b-973b-e911-8106-000c29a8e632","Systematic Inquiry 1","CAEP 6336","Graduate","3","Online","Northeastern University","Northeastern University","10D0EF59-6200-E411-BEB5-00505683000D","Psychology",
"7070049c-983b-e911-8106-000c29a8e632","7070049c-983b-e911-8106-000c29a8e632","Programmed Learning","CAEP 6324","Graduate","3","Online","Northeastern University","Northeastern University","10D0EF59-6200-E411-BEB5-00505683000D","Psychology",
"e63f8b0f-4b3c-e911-8106-000c29a8e632","e63f8b0f-4b3c-e911-8106-000c29a8e632","Applied Behavior Analysis II","PS365","Undergraduate","6","Online","Purdue University Global","Purdue University Global","2634896C-6029-E911-8106-000C29A8E632","Psychology",
"d851a91c-523c-e911-8106-000c29a8e632","d851a91c-523c-e911-8106-000c29a8e632","Screening and Assessment","PS410","Undergraduate","6","Online","Purdue University Global","Purdue University Global","2634896C-6029-E911-8106-000C29A8E632","Psychology",
"3017fc5d-683c-e911-8106-000c29a8e632","3017fc5d-683c-e911-8106-000c29a8e632","Program Design and Evaluation","PS430","Undergraduate","6","Online","Purdue University Global","Purdue University Global","2634896C-6029-E911-8106-000C29A8E632","Psychology",
"eb4a7bc8-de3e-e911-8106-000c29a8e632","eb4a7bc8-de3e-e911-8106-000c29a8e632","Behavior Interventions in Applied Behavior Analysis","6640","Graduate","3","Online","University of Missouri St. Louis","University of Missouri St. Louis","7825D5DA-975B-E911-8106-000C29A8E632","Educator Preparation & Leadership",
"81563b66-e03e-e911-8106-000c29a8e632","81563b66-e03e-e911-8106-000c29a8e632","Behavior Consultation & Supervision","6645","Graduate","3","Online","University of Missouri St. Louis","University of Missouri St. Louis","7825D5DA-975B-E911-8106-000C29A8E632","Educator Preparation & Leadership",
"ba0a3882-fa3e-e911-8106-000c29a8e632","ba0a3882-fa3e-e911-8106-000c29a8e632","Verbal Behavior and Social Skills Intervention","6686","Graduate","3","Online","University of Missouri St. Louis","University of Missouri St. Louis","7825D5DA-975B-E911-8106-000C29A8E632","Educator Preparation & Leadership",
"d94e4e80-2640-e911-8106-000c29a8e632","d94e4e80-2640-e911-8106-000c29a8e632","Applied Behavior Analysis Topics (Organizational Context for Applied Behavior Analysis)","PSY 595","Graduate","3","On-Campus","Shenandoah University","Shenandoah University","7A23E613-C787-E511-A86B-0050569C00A7","Psychology",
"da4e4e80-2640-e911-8106-000c29a8e632","da4e4e80-2640-e911-8106-000c29a8e632","Ethical, Legal & Professional Conduct in Behavior Analysis","PSY 572","Graduate","3","Hybrid","Shenandoah University","Shenandoah University","7A23E613-C787-E511-A86B-0050569C00A7","Psychology",
"db4e4e80-2640-e911-8106-000c29a8e632","db4e4e80-2640-e911-8106-000c29a8e632","Autism (Behavior Analysis & Special Populations)","PSY 571","Graduate","3","On-Campus","Shenandoah University","Shenandoah University","7A23E613-C787-E511-A86B-0050569C00A7","Psychology",
"dc4e4e80-2640-e911-8106-000c29a8e632","dc4e4e80-2640-e911-8106-000c29a8e632","Research Methods in Behavior Analysis","PSY 562","Graduate","3","On-Campus","Shenandoah University","Shenandoah University","7A23E613-C787-E511-A86B-0050569C00A7","Psychology",
"dd4e4e80-2640-e911-8106-000c29a8e632","dd4e4e80-2640-e911-8106-000c29a8e632","Applied Behavior Analysis (Contexts for Behavior Intervention with Children)","PSY 563","Graduate","3","On-Campus","Shenandoah University","Shenandoah University","7A23E613-C787-E511-A86B-0050569C00A7","Psychology",
"0c92b32e-2a40-e911-8106-000c29a8e632","0c92b32e-2a40-e911-8106-000c29a8e632","Applied Behavior Analysis II: Functional Assessment and Behavior Reduction","AB 534","Graduate","3","Online","Southeast Missouri State University","Southeast Missouri State University","94468686-045B-E911-8106-000C29A8E632","Psychology",
"0e92b32e-2a40-e911-8106-000c29a8e632","0e92b32e-2a40-e911-8106-000c29a8e632","Applied Behavior Analysis I: Assessment and Skill Acquisition","AB 533","Graduate","3","Online","Southeast Missouri State University","Southeast Missouri State University","94468686-045B-E911-8106-000C29A8E632","Psychology",
"0f92b32e-2a40-e911-8106-000c29a8e632","0f92b32e-2a40-e911-8106-000c29a8e632","Basic Principles of Applied Behavior Analysis","AB 531","Graduate","3","Online","Southeast Missouri State University","Southeast Missouri State University","94468686-045B-E911-8106-000C29A8E632","Psychology",
"1092b32e-2a40-e911-8106-000c29a8e632","1092b32e-2a40-e911-8106-000c29a8e632","Special Topics in Applied Behavior Analysis","AB 535","Graduate","3","Online","Southeast Missouri State University","Southeast Missouri State University","94468686-045B-E911-8106-000C29A8E632","Psychology",
"1292b32e-2a40-e911-8106-000c29a8e632","1292b32e-2a40-e911-8106-000c29a8e632","Methods for Studying the Behavior of Individuals","AB 532","Graduate","3","Online","Southeast Missouri State University","Southeast Missouri State University","94468686-045B-E911-8106-000C29A8E632","Psychology",
"1392b32e-2a40-e911-8106-000c29a8e632","1392b32e-2a40-e911-8106-000c29a8e632","Ethics, Disciplinary Systems, and Professionalism in Applied Behavior Analysis","AB 603","Graduate","3","Online","Southeast Missouri State University","Southeast Missouri State University","94468686-045B-E911-8106-000C29A8E632","Psychology",
"c091e899-3c40-e911-8106-000c29a8e632","c091e899-3c40-e911-8106-000c29a8e632","Ethics and Research Methods in Applied Behavior Analysis","BH322","Undergraduate","3","Online","Central Methodist University","Central Methodist University","6B96C58C-1656-E911-8106-000C29A8E632","Behavior Analysis",
"c291e899-3c40-e911-8106-000c29a8e632","c291e899-3c40-e911-8106-000c29a8e632","(Starting Fall 2017) Introduction to Applied Behavior Analysis","BH321","Undergraduate","3","Online","Central Methodist University","Central Methodist University","6B96C58C-1656-E911-8106-000C29A8E632","Behavior Analysis",
"c391e899-3c40-e911-8106-000c29a8e632","c391e899-3c40-e911-8106-000c29a8e632","ABA Intensive Practicum 3","BH 480","Undergraduate","6","Online","Central Methodist University","Central Methodist University","6B96C58C-1656-E911-8106-000C29A8E632","Behavior Analysis",
"c491e899-3c40-e911-8106-000c29a8e632","c491e899-3c40-e911-8106-000c29a8e632","ABA Intensive Practicum 1","BH 380","Undergraduate","6","Online","Central Methodist University","Central Methodist University","6B96C58C-1656-E911-8106-000C29A8E632","Behavior Analysis",
"c591e899-3c40-e911-8106-000c29a8e632","c591e899-3c40-e911-8106-000c29a8e632","Professionalism in Applied Behavior Analysis ","BH325","Undergraduate","2","Online","Central Methodist University","Central Methodist University","6B96C58C-1656-E911-8106-000C29A8E632","Behavior Analysis",
"c691e899-3c40-e911-8106-000c29a8e632","c691e899-3c40-e911-8106-000c29a8e632","(Starting Fall 2017) Behavioral Assessment","BH421","Undergraduate","3","Online","Central Methodist University","Central Methodist University","6B96C58C-1656-E911-8106-000C29A8E632","Behavior Analysis",
"c791e899-3c40-e911-8106-000c29a8e632","c791e899-3c40-e911-8106-000c29a8e632","Leadership and Maangement in Applied Behavior Analysis","BH427","Undergraduate","1","Online","Central Methodist University","Central Methodist University","6B96C58C-1656-E911-8106-000C29A8E632","Behavior Analysis",
"c891e899-3c40-e911-8106-000c29a8e632","c891e899-3c40-e911-8106-000c29a8e632","Research and Data Analysis ","BH426","Undergraduate","2","Online","Central Methodist University","Central Methodist University","6B96C58C-1656-E911-8106-000C29A8E632","Behavior Analysis",
"c991e899-3c40-e911-8106-000c29a8e632","c991e899-3c40-e911-8106-000c29a8e632","(Starting Fall 2017) Behavior Change Procedures","BH423","Undergraduate","4","Online","Central Methodist University","Central Methodist University","6B96C58C-1656-E911-8106-000C29A8E632","Behavior Analysis",
"ca91e899-3c40-e911-8106-000c29a8e632","ca91e899-3c40-e911-8106-000c29a8e632","ABA Intensive Practicum 2","BH 385","Undergraduate","1","Online","Central Methodist University","Central Methodist University","6B96C58C-1656-E911-8106-000C29A8E632","Behavior Analysis",
"cb91e899-3c40-e911-8106-000c29a8e632","cb91e899-3c40-e911-8106-000c29a8e632","Behavioral Assessment","BH421","Undergraduate","3","Online","Central Methodist University","Central Methodist University","6B96C58C-1656-E911-8106-000C29A8E632","Behavior Analysis",
"cc91e899-3c40-e911-8106-000c29a8e632","cc91e899-3c40-e911-8106-000c29a8e632","Behavior Change Procedures","BH423","Undergraduate","3","Online","Central Methodist University","Central Methodist University","6B96C58C-1656-E911-8106-000C29A8E632","Behavior Analysis",
"486bce52-4f40-e911-8106-000c29a8e632","486bce52-4f40-e911-8106-000c29a8e632","Principles of Behavior","CPSY 330","Undergraduate","3","Both","Saint Cloud State University","Saint Cloud State University","966FDE2A-FE5A-E911-8106-000C29A8E632","Community Psychology, Counseling, and Family Therapy",
"496bce52-4f40-e911-8106-000c29a8e632","496bce52-4f40-e911-8106-000c29a8e632","Applied Behavior Analysis I","CPSY 433","Undergraduate","3","Both","Saint Cloud State University","Saint Cloud State University","966FDE2A-FE5A-E911-8106-000C29A8E632","Community Psychology, Counseling, and Family Therapy",
"4a6bce52-4f40-e911-8106-000c29a8e632","4a6bce52-4f40-e911-8106-000c29a8e632","Applied Behavior Analysis II","CPSY 434","Undergraduate","3","Both","Saint Cloud State University","Saint Cloud State University","966FDE2A-FE5A-E911-8106-000C29A8E632","Community Psychology, Counseling, and Family Therapy",
"4b6bce52-4f40-e911-8106-000c29a8e632","4b6bce52-4f40-e911-8106-000c29a8e632","Behavioral Supports","CPSY 436","Undergraduate","3","Both","Saint Cloud State University","Saint Cloud State University","966FDE2A-FE5A-E911-8106-000C29A8E632","Community Psychology, Counseling, and Family Therapy",
"561b1d92-8140-e911-8106-000c29a8e632","561b1d92-8140-e911-8106-000c29a8e632","Introduction to Ethical & Professional Conduct of Behavior Analysts","Course # 4","Undergraduate","1","On-Campus","Pusan National University","Pusan National University","64A7BD9E-EC5A-E911-8106-000C29A8E632","Special Education",
"571b1d92-8140-e911-8106-000c29a8e632","571b1d92-8140-e911-8106-000c29a8e632","Foundations, Concepts, & Principles of Behavior Analysis","Course # 1","Undergraduate","3","On-Campus","Pusan National University","Pusan National University","64A7BD9E-EC5A-E911-8106-000C29A8E632","Special Education",
"581b1d92-8140-e911-8106-000c29a8e632","581b1d92-8140-e911-8106-000c29a8e632","Basic Elements of Applied Behavior Analysis","Course # 2","Undergraduate","3","On-Campus","Pusan National University","Pusan National University","64A7BD9E-EC5A-E911-8106-000C29A8E632","Special Education",
"591b1d92-8140-e911-8106-000c29a8e632","591b1d92-8140-e911-8106-000c29a8e632","Decreasing, Eliminating and Replacing Problem Behavior","Course # 5","Undergraduate","2","On-Campus","Pusan National University","Pusan National University","64A7BD9E-EC5A-E911-8106-000C29A8E632","Special Education",
"5a1b1d92-8140-e911-8106-000c29a8e632","5a1b1d92-8140-e911-8106-000c29a8e632","Developing, Strengthening and Maintaining Behavior","Course # 3","Undergraduate","3","On-Campus","Pusan National University","Pusan National University","64A7BD9E-EC5A-E911-8106-000C29A8E632","Special Education",
"02fbb31d-8340-e911-8106-000c29a8e632","02fbb31d-8340-e911-8106-000c29a8e632","Basic Elements of Applied Behavior Analysis","Course # 2","Graduate","3","On-Campus","Pusan National University","Pusan National University","64A7BD9E-EC5A-E911-8106-000C29A8E632","Special Education",
"03fbb31d-8340-e911-8106-000c29a8e632","03fbb31d-8340-e911-8106-000c29a8e632","Decreasing, Eliminating and Replacing Problem Behavior","Course # 5","Graduate","2","On-Campus","Pusan National University","Pusan National University","64A7BD9E-EC5A-E911-8106-000C29A8E632","Special Education",
"04fbb31d-8340-e911-8106-000c29a8e632","04fbb31d-8340-e911-8106-000c29a8e632","Introduction to Ethical & Professional Conduct of Behavior Analysts","Course # 4","Graduate","1","On-Campus","Pusan National University","Pusan National University","64A7BD9E-EC5A-E911-8106-000C29A8E632","Special Education",
"05fbb31d-8340-e911-8106-000c29a8e632","05fbb31d-8340-e911-8106-000c29a8e632","Targeted Topics and Research in Behavior Analysis","Course # 7","Graduate","1","On-Campus","Pusan National University","Pusan National University","64A7BD9E-EC5A-E911-8106-000C29A8E632","Special Education",
"06fbb31d-8340-e911-8106-000c29a8e632","06fbb31d-8340-e911-8106-000c29a8e632","Ethical & Professional Conduct of Behavior Analysts","Course # 6","Graduate","2","On-Campus","Pusan National University","Pusan National University","64A7BD9E-EC5A-E911-8106-000C29A8E632","Special Education",
"07fbb31d-8340-e911-8106-000c29a8e632","07fbb31d-8340-e911-8106-000c29a8e632","Foundations, Concepts & Principles of Behavior Analysis","Course # 1","Graduate","3","On-Campus","Pusan National University","Pusan National University","64A7BD9E-EC5A-E911-8106-000C29A8E632","Special Education",
"08fbb31d-8340-e911-8106-000c29a8e632","08fbb31d-8340-e911-8106-000c29a8e632","Developing, Strengthening and Maintaining Behavior","Course # 3","Graduate","3","On-Campus","Pusan National University","Pusan National University","64A7BD9E-EC5A-E911-8106-000C29A8E632","Special Education",
"09fbb31d-8340-e911-8106-000c29a8e632","09fbb31d-8340-e911-8106-000c29a8e632","Advanced Topics and Research in Behavior Analysis","Course # 8","Graduate","3","On-Campus","Pusan National University","Pusan National University","64A7BD9E-EC5A-E911-8106-000C29A8E632","Special Education",
"dfa4f58a-1241-e911-8106-000c29a8e632","dfa4f58a-1241-e911-8106-000c29a8e632","Concepts and principles of behaviour analysis","EDU7225","Graduate","20","Both","Queen's University Belfast","Queen's University Belfast","EBC1CA74-EF5A-E911-8106-000C29A8E632","Education",
"e35cf93c-d641-e911-8106-000c29a8e632","e35cf93c-d641-e911-8106-000c29a8e632","Applied Behavior Analysis in Education","PSY 586","Undergraduate","3","On-Campus","Central Michigan University","Central Michigan University","308BF753-6200-E411-BEB5-00505683000D","Psychology",
"e55cf93c-d641-e911-8106-000c29a8e632","e55cf93c-d641-e911-8106-000c29a8e632","Applied Behavior Analysis","PSY 370","Undergraduate","3","On-Campus","Central Michigan University","Central Michigan University","308BF753-6200-E411-BEB5-00505683000D","Psychology",
"e75cf93c-d641-e911-8106-000c29a8e632","e75cf93c-d641-e911-8106-000c29a8e632","Behavioral Assessment and Treatment Planning","PSY 570","Undergraduate","3","On-Campus","Central Michigan University","Central Michigan University","308BF753-6200-E411-BEB5-00505683000D","Psychology",
"e85cf93c-d641-e911-8106-000c29a8e632","e85cf93c-d641-e911-8106-000c29a8e632","Behavior Analysis","PSY 384","Undergraduate","3","On-Campus","Central Michigan University","Central Michigan University","308BF753-6200-E411-BEB5-00505683000D","Psychology",
"97992c27-d741-e911-8106-000c29a8e632","97992c27-d741-e911-8106-000c29a8e632","Research Methods in Behavior Analysis","PSY 571","Graduate","3","On-Campus","Central Michigan University","Central Michigan University","308BF753-6200-E411-BEB5-00505683000D","Psychology",
"98992c27-d741-e911-8106-000c29a8e632","98992c27-d741-e911-8106-000c29a8e632","Behavior Therapy","PSY 780","Graduate","3","On-Campus","Central Michigan University","Central Michigan University","308BF753-6200-E411-BEB5-00505683000D","Psychology",
"99992c27-d741-e911-8106-000c29a8e632","99992c27-d741-e911-8106-000c29a8e632","Behavioral Assessment and Treatment Planning","PSY 570","Graduate","3","On-Campus","Central Michigan University","Central Michigan University","308BF753-6200-E411-BEB5-00505683000D","Psychology",
"9b992c27-d741-e911-8106-000c29a8e632","9b992c27-d741-e911-8106-000c29a8e632","Practicum in Applied Behavior Analysis","PSY 792","Graduate","3","On-Campus","Central Michigan University","Central Michigan University","308BF753-6200-E411-BEB5-00505683000D","Psychology",
"9c992c27-d741-e911-8106-000c29a8e632","9c992c27-d741-e911-8106-000c29a8e632","Learning","PSY 680","Graduate","3","On-Campus","Central Michigan University","Central Michigan University","308BF753-6200-E411-BEB5-00505683000D","Psychology",
"243d652d-d741-e911-8106-000c29a8e632","243d652d-d741-e911-8106-000c29a8e632","Applied Behavior Analysis in Education","PSY 586","Graduate","3","On-Campus","Central Michigan University","Central Michigan University","308BF753-6200-E411-BEB5-00505683000D","Psychology",
"90c91d3e-e641-e911-8106-000c29a8e632","90c91d3e-e641-e911-8106-000c29a8e632","CPSY 634 Behavioral Assessment (Spring 2013)","CPSY 634","Graduate","3","Both","Saint Cloud State University","Saint Cloud State University","966FDE2A-FE5A-E911-8106-000C29A8E632","Community Psychology, Counseling, and Family Therapy",
"91c91d3e-e641-e911-8106-000c29a8e632","91c91d3e-e641-e911-8106-000c29a8e632","CPSY 636 Ethics in Psychology and ABA (Spring 2013)","CPSY 636","Graduate","3","Both","Saint Cloud State University","Saint Cloud State University","966FDE2A-FE5A-E911-8106-000C29A8E632","Community Psychology, Counseling, and Family Therapy",
"92c91d3e-e641-e911-8106-000c29a8e632","92c91d3e-e641-e911-8106-000c29a8e632","CPSY 635 Behavioral Applications II (Spring 2013)","CPSY 635","Graduate","3","Both","Saint Cloud State University","Saint Cloud State University","966FDE2A-FE5A-E911-8106-000C29A8E632","Community Psychology, Counseling, and Family Therapy",
"93c91d3e-e641-e911-8106-000c29a8e632","93c91d3e-e641-e911-8106-000c29a8e632","CPSY 630 Advanced Behavior Analysis (Spring 2013)","CPSY 630","Graduate","3","Both","Saint Cloud State University","Saint Cloud State University","966FDE2A-FE5A-E911-8106-000C29A8E632","Community Psychology, Counseling, and Family Therapy",
"94c91d3e-e641-e911-8106-000c29a8e632","94c91d3e-e641-e911-8106-000c29a8e632","CPSY 641 Single Case Design (Spring 2013)","CPSY 641","Graduate","3","Both","Saint Cloud State University","Saint Cloud State University","966FDE2A-FE5A-E911-8106-000C29A8E632","Community Psychology, Counseling, and Family Therapy",
"95c91d3e-e641-e911-8106-000c29a8e632","95c91d3e-e641-e911-8106-000c29a8e632","CPSY 633 Behavioral Applications I (Fall 2012)","CPSY 633","Graduate","3","Both","Saint Cloud State University","Saint Cloud State University","966FDE2A-FE5A-E911-8106-000C29A8E632","Community Psychology, Counseling, and Family Therapy",
"87186abb-2543-e911-8106-000c29a8e632","87186abb-2543-e911-8106-000c29a8e632","BEHABA-6 Intervention and Implementation 1","BEHABA-6","Graduate","15","On-Campus","Association Agir et Vivre l'Autisme","Association Agir et Vivre l'Autisme","C4EA6C4C-4855-E911-8106-000C29A8E632","Association",
"88186abb-2543-e911-8106-000c29a8e632","88186abb-2543-e911-8106-000c29a8e632","BEHABA-9 Intervention and Implementation 2","BEHABA-9","Graduate","30","On-Campus","Association Agir et Vivre l'Autisme","Association Agir et Vivre l'Autisme","C4EA6C4C-4855-E911-8106-000C29A8E632","Association",
