"custrecord_rc_crse_crm_id","externalid","custrecord_rc_course_title","custrecord_rc_course_number","custrecord_rc_course_credit_level","custrecord_rc_course_credit_hours","custrecord_rc_course_instruction_mode","custrecord_crse_seq_crm_id","custrecord_crse_seq_departmnt","custrecord_crse_seq_apprvl_level","custrecord_inst_crm_id","custrecord_inst_name","custrecord_rc_course_edition","custrecord_rc_crs_seq_crs_assgn","custrecord_crse_seq_name",
"a869ac93-5177-e511-be6b-00155da948a4","a869ac93-5177-e511-be6b-00155da948a4","Introduction to Ethics and Professional Conduct","BEHABA 3","Graduate","1","Online","acbaabc5-cda8-4e24-8523-936c50dca6ac","Instituto Walden4","","A201FB4A-A15B-E911-8106-000C29A8E632","Instituto Walden 4","Fourth Edition","75712e8a-c9dc-44d2-bc1e-415ca7e9d0a5","4341 BCaBA",
"fb9e05e1-057a-4cbc-aef0-8d7731ae59b4","fb9e05e1-057a-4cbc-aef0-8d7731ae59b4","(Fall 2012) Ethics, and Functional Assessment","PLP4002 ","Graduate","15","On-Campus","68803867-4c28-4f4f-9be9-da5117c2b3b3","School of Psychology","","C5834E19-5555-E911-8106-000C29A8E632","Bangor University","Fourth Edition","96378594-e00d-43fd-a0cb-4165b65aa4ee","4335 BCBA",
"6cbcc820-fbe6-e511-a589-00155da948a4","6cbcc820-fbe6-e511-a589-00155da948a4","Concepts and Principles of Behavior Analysis","ABA-KAC06","Undergraduate","2","On-Campus","47f1963c-e5bb-4ec0-bd31-7dd5822d606c","Behavior Analysis","","6189624A-265A-E911-8106-000C29A8E632","Kinneret Academic College in the Jordan Valley","Fourth Edition","83b51b29-8bab-4b36-ad50-41ac4bed85cb","4392 BCaBA",
"479e37f3-33e1-4020-a939-6a640ed81a6a","479e37f3-33e1-4020-a939-6a640ed81a6a","Advanced Concepts and Practices in Applied Behavior Analysis","PSCY 559/659","Graduate","4","On-Campus","d80dc249-cdbc-4996-8299-7a2a7b8ae4e5","Psychology","Graduate","5F80ED4F-C95A-E911-8106-000C29A8E632","Michigan School of Psychology","Fourth Edition","2a2d6b73-b099-47d3-9704-41c52e3de074","4426 BCBA",
"aa71f343-a113-477a-84de-aaa7fe47f6ce","aa71f343-a113-477a-84de-aaa7fe47f6ce","(Fall 2014) ABA Practicum Seminar","MHS 4943","Undergraduate","3","On-Campus","d47db0fd-8d3c-4d4d-91df-026a2abada82","Child & Family Studies","Undergraduate","D851AD65-81E7-E811-8105-000C29A8E632","University of South Florida","Fourth Edition","e1725765-11da-4632-aa3a-41e067637edc","4359 BCaBA Undergraduate  - [Retired]",
"d8a345c4-951c-4052-a460-9250d9af5019","d8a345c4-951c-4052-a460-9250d9af5019","Verbal Behavior Applications (Spring 2014)","PSY: 760","Graduate","3","Online","0b7569a5-77ac-4584-ad0c-337560412550","Psychology","Graduate","AFADA79E-C492-E511-A86B-0050569C00A7","University of Nevada Reno","Fourth Edition","0c206ca4-11b8-4424-aac6-41ebb2424067","4292 BCBA",
"6c50c396-1271-e511-a5fd-00155da948a4","6c50c396-1271-e511-a5fd-00155da948a4","(after 8/2014) Behavior Analysis in Developmental Disabilities and Autism","EAB5710","Graduate","3","On-Campus","7d052d99-0138-4ade-ac14-3323909c3261","Psychology","","8E76915A-E856-E911-8106-000C29A8E632","Florida State University","Fourth Edition","81432ec5-a01f-4366-9414-41edace373a8","4046 BCBA",
"209db8ed-1fc5-4bd4-8c33-12910dff97e3","209db8ed-1fc5-4bd4-8c33-12910dff97e3","Measurement and Experimental Design for Behavior analysts","BEH/BEHP 5043","Graduate","3","Online","b067213c-2804-49fb-bc53-1cf96722ee12","Behavior Analysis","","F58CF753-6200-E411-BEB5-00505683000D","Florida Tech","Fifth Edition","a000e004-8cb4-40c3-84b6-4229e84782db","4039 BCaBA",
"f7bbff71-f235-4c9a-acd9-8fca60aad35d","f7bbff71-f235-4c9a-acd9-8fca60aad35d","Concepts & Principles of Behavior Analysis","SPU 601","Graduate","3","Online","6b2eb4d2-99b4-43ad-b8bc-465a0f020349","Special Education","","AFD31550-2B5A-E911-8106-000C29A8E632","Kutztown University of Pennsylvania","Fifth Edition","1163d56a-2265-4083-9a80-423cc76bfa83","4443 BCBA",
"06bf3d88-b7c4-4997-8d47-ff4609776115","06bf3d88-b7c4-4997-8d47-ff4609776115","[Spring 2018] Intensive Practicum 1","Intensive Practitum 1","Graduate","15","Online","d13f2155-2e64-4d1e-b1ee-af7c1dda76eb","Education Research Center for Children with Autism","","D775280C-6B55-E911-8106-000C29A8E632","Beijing Normal University","Fourth Edition","070d1ac2-9d63-4792-90e3-424141a07515","4435 BCBA",
"3bc0c61b-adb0-4e4d-8f29-8251f11d5277","3bc0c61b-adb0-4e4d-8f29-8251f11d5277","Autism and Related Disorders","SPSY 610","Graduate","4","On-Campus","d2eea23c-da59-4ab0-a2f7-197fd903a5fd","School Psychology","","FE54E065-6200-E411-BEB5-00505683000D","University of oregon","Fourth Edition","18f197f0-44a3-40bf-abe3-424fa76505be","4216 BCBA",
"4fce5e58-a5ad-4bab-b1ea-e6a62708c8a1","4fce5e58-a5ad-4bab-b1ea-e6a62708c8a1","Behavior Change Procedures II ","AB 557SD","Graduate","3.0","On-Campus","dc68bbc6-84ae-4d55-b72a-11357f64cbd4","Applied Behavior Analysis","","0C50719A-2A14-E411-B0E2-0050569C00A7","Chicago School of Professional Psychology, The","Fourth Edition","347614ab-9f53-4fff-81dc-42627ff86767","4502 BCBA IR, LA, SD",
"15aa1ca7-3be5-e011-9a09-1cc1de727452","15aa1ca7-3be5-e011-9a09-1cc1de727452","Behavioral Assessment","PSY 502","Graduate","3","On-Campus","2df8215d-6acd-4783-a61e-a0538a357b18","Psychology","Graduate","B29346B1-A05B-E911-8106-000C29A8E632","Western New England University","Fourth Edition","7c8f11bb-a37e-43ef-bd16-4263aca94ad0","4012 BCBA",
"f47c3e74-3c37-43e8-9f7d-dae9041416e7","f47c3e74-3c37-43e8-9f7d-dae9041416e7","Readings in Autism Spectrum Disorders","7150","Graduate","3","On-Campus","c9fd9e9c-0961-4039-bedb-652e9897555e","Psychology","","FC13E85F-6200-E411-BEB5-00505683000D","University of Manitoba","Fourth Edition","2dbf7e53-21a3-4758-81bd-427a0556f186","4338 BCBA",
"e760df34-fe84-428e-9598-d4b9d20ecbc1","e760df34-fe84-428e-9598-d4b9d20ecbc1","Behavior Assessment and Intervention","PSY 604","Graduate","3","Online","92403dc1-8d62-4a2e-bc14-81f38c4b85d8","Department of Psychology","","E79D52D7-FA56-E911-8106-000C29A8E632","Francis Marion University","Fourth Edition","97a0e792-cdd3-4265-82b1-428e4586ed0c","4468 BCBA",
"f1a828c0-eb8b-4963-8da9-27cdedc0391a","f1a828c0-eb8b-4963-8da9-27cdedc0391a","Concepts and Principles of Behaviour Analysis","E-606","Graduate","45","On-Campus","aa3c6c03-277b-4f86-bea5-c1a1649cee8f","","Graduate","FEAF17E3-F15A-E911-8106-000C29A8E632","Reykjavík University","Fourth Edition","a121357b-87a3-4dff-9bd9-42b9eb307790","4089 BCBA",
"09a7b81b-a148-e311-9cc7-00155d445b26","09a7b81b-a148-e311-9cc7-00155d445b26","Applied Behavior Analysis:  Empirical Bases","EDSE 621","Graduate","3","Both","2faeaff4-47c9-492b-91b0-cc9603c6a943","Special Education","Graduate","B06AEB13-1A5A-E911-8106-000C29A8E632","George Mason University","Fourth Edition","4c12a903-7922-417e-9bc5-42d18fe15f42","4136 BCBA",
"0efa828a-070f-4337-899f-bd45d47e6b3e","0efa828a-070f-4337-899f-bd45d47e6b3e","Ethics & Professional Development in Applied Behavior Analysis","658","Graduate","3","Hybrid","179fef76-befd-472f-85be-8f7fc3d36dff","","Graduate","79028965-BAB2-E411-BF61-0050569C00A7","Long Island University","Fourth Edition","8d0931d5-3e73-4bf5-b7b6-42d795d16487","4203 BCBA (Post Campus)",
"dde6118d-82ce-4011-9cba-f5d4008eb37f","dde6118d-82ce-4011-9cba-f5d4008eb37f","Experimental Analysis of Behavior","BACS 521","Graduate","4","On-Campus","8f33eaa2-5230-458c-a2ad-dcfeec286300","Health Professions","Graduate","D111E85F-6200-E411-BEB5-00505683000D","Rollins College","Fourth Edition","c4c82373-273c-4fac-8c56-42e278bf0795","4375 BCBA",
"594c359a-0300-4067-a8f8-33c9f453c54f","594c359a-0300-4067-a8f8-33c9f453c54f","Applied Practice in Behavior Analysis","PSY352","Undergraduate","3","Both","2227aafe-ce39-4534-8e0d-4747a1fe308a","Psychology","","2EA32770-6F55-E911-8106-000C29A8E632","Berry College","Fourth Edition","6757c75f-aa9e-417b-82e9-42f7a698aba6","4345 BCaBA",
"ece0f69c-a0e7-42d5-9214-128f26dc4377","ece0f69c-a0e7-42d5-9214-128f26dc4377","Introduction to Skill Acquisition:: Assessment and Intervention Strategies","BEHA 2002","Undergraduate","42","On-Campus","f71ea1a8-0aed-4004-b559-bf7c601eb0dd","School of Health and Wellness","","258DF753-6200-E411-BEB5-00505683000D","George Brown College","Fourth Edition","951d9ac9-d6ce-4106-9c04-42f7bef0bfc2","4429 BCaBA",
"13ba6250-2449-4971-a601-1004308425a3","13ba6250-2449-4971-a601-1004308425a3","[Winter 2019] ABA Intervention Planning and Implementation","ADST 5P75","Graduate","45","On-Campus","4f13c645-c119-4679-89ab-40b4a833ed98","Applied Disability Studies","","E798D86B-6200-E411-BEB5-00505683000D","Brock University","Fourth Edition","da4e7936-afaa-47a4-b6dc-42fb985100f2","4234 BCBA",
"c026d4c2-e79f-4786-8f7c-4847a0c85764","c026d4c2-e79f-4786-8f7c-4847a0c85764","Professional Issues in Psychology (Applied Behaviour Analysis)","PSYC552-xxC(HAM or NET)","Graduate","45","Both","1f75564c-fc6c-447c-b4ec-8545dd6f40f5","School of Psychology","","1D55E065-6200-E411-BEB5-00505683000D","University of Waikato","Fourth Edition","b63bcb4c-b377-4e08-ac44-43098a70ed06","4143 BCBA",
"55a05396-a0aa-489d-8e44-f1a3226e218e","55a05396-a0aa-489d-8e44-f1a3226e218e","Applied Behavior Analysis II","EDC 307","Undergraduate","3","On-Campus","fda612c1-946c-4c49-b5ca-26447892dbc2","Education","Undergraduate","9CEDCDCC-965B-E911-8106-000C29A8E632","University of Michigan - Dearborn","Fifth Edition","85025c6e-b904-47a9-b588-430c3ca86171","4452 BCaBA",
"9cae7f67-ffbd-4e98-b247-8c48dbe01791","9cae7f67-ffbd-4e98-b247-8c48dbe01791","Basic Research Methods","500","Graduate","3","On-Campus","221d0e46-3431-4d06-b4bd-35069f785402","School of Education, Deparment of Continuing Education","","0E88E5FF-1D5A-E911-8106-000C29A8E632","Hebrew University of Jerusalem","Fourth Edition","24b862a8-2ef0-4a35-9a79-43183e5b5f16","4339 BCBA",
"a1c160ec-be27-4472-8dd2-313aba63d7a3","a1c160ec-be27-4472-8dd2-313aba63d7a3","Methodology : experimental design and data analysis level 1","UE 3 S1","Graduate","24","On-Campus","658d0bc1-fe1c-4fca-85fc-a3499913b3d3","Psychology","","C3440377-935B-E911-8106-000C29A8E632","University of Lille","Fourth Edition","a65994e6-22db-4377-b0c3-434bf08da81e","4101 BCBA",
"69473b2d-a6a9-4da7-8786-334a941f6ae2","69473b2d-a6a9-4da7-8786-334a941f6ae2","Ethics and Professional Conduct for Behavior Analysts","SPED 642","Graduate","3","On-Campus","87d0dea8-68b4-4d82-b051-d1a8dc965e64","Special Education","Graduate","9EBF8E76-D95A-E911-8106-000C29A8E632","Old Dominion University","Fourth Edition","fe7a11f8-34a1-4044-8443-436517c1373b","4097 BCBA",
"7ce2873c-6967-44f8-8888-597ff8b3af9e","7ce2873c-6967-44f8-8888-597ff8b3af9e","Research Methods in Behavior Analysis","IV","Graduate","4.5","Online","2cefbfca-0c2c-485f-a11c-f8b77a7671a1","Department of Applied Behavior Analysis","","6228413D-D15A-E911-8106-000C29A8E632","Moscow Institute of Psychoanalysis","Fourth Edition","e2062d36-6594-4cc6-9365-4367dc034be3","4075 BCBA",
"cbe42172-0ff5-4194-9c8a-ca18b590b392","cbe42172-0ff5-4194-9c8a-ca18b590b392","Concepts and Principles of Behaviour Analysis","ZAGREB-ABA-1","Undergraduate","45","On-Campus","517a778b-23f1-4fe0-a3da-a8461853d634","Faculty of Education and Rehabilitation Sciences, University of Zagreb","","684E00CF-9F5B-E911-8106-000C29A8E632","University of Zagreb","Fourth Edition","f5083633-09cd-48c3-9c11-43707ca04f91","4411 BCaBA",
"2ed40738-db4b-4a1a-a23d-0434360720e2","2ed40738-db4b-4a1a-a23d-0434360720e2","Identification, Assessment, and Discretionary","BEHABA-5","Graduate","45","On-Campus","2b69a324-3fe0-4e6d-b310-7fe36253ea96","Faculty of Education","","C4EC6FED-C65A-E911-8106-000C29A8E632","Masaryk University","Fourth Edition","d52fcdf4-2e72-45fb-90e1-43852d796098","4402 BCBA",
"0b492322-730c-4979-9a6a-3fd5d166394f","0b492322-730c-4979-9a6a-3fd5d166394f","Single Subject Research in ABA","IHS202","Undergraduate","2","Online","c2e04656-77b6-4401-8fde-4e32ff757bc9","Interdisciplinary Health Services Autism Behavioral Studies Major","","366F3967-D44F-E411-B490-0050569C00A7","Saint Joseph's University","Fifth Edition","5094ac75-917c-41d7-96d4-4387c6cf8221","4266 BCaBA",
"1f529b37-c17d-41a7-8398-6dfff57202b6","1f529b37-c17d-41a7-8398-6dfff57202b6","Special topics: Ethics and Professional Development I","PSY 601","Graduate","1","On-Campus","ee359d2b-605b-40b3-8c1f-fb7f258fa9bf","Graduate Psychology / Exceptional education","","8FCEEF59-6200-E411-BEB5-00505683000D","James Madison University","Fourth Edition","77a1ce1b-1ddf-4708-b39a-4389d2ce4185","4122 BCBA",
"a39d134a-da1a-e711-9e4d-000d3a34c950","a39d134a-da1a-e711-9e4d-000d3a34c950","Application of Applied Behavior Analysis and theoretical considerations","UQ406f","Graduate","52.5","On-Campus","e16ae059-a3fd-49a6-ab96-5ea962ff0b2a","","","8A57CC79-065B-E911-8106-000C29A8E632","Stockholm University","Fourth Edition","c98f6dc4-6da4-44f5-b0d8-438b4d32ea86","4475 BCBA",
"98571d88-456c-461f-bbbe-da4e415aa731","98571d88-456c-461f-bbbe-da4e415aa731","Applied Behavior Analysis: Verbal Behavior","SPED 645","Graduate","3","On-Campus","87d0dea8-68b4-4d82-b051-d1a8dc965e64","Special Education","Graduate","9EBF8E76-D95A-E911-8106-000C29A8E632","Old Dominion University","Fourth Edition","8acb643e-3a97-40e8-a31a-438c6842f7a7","4097 BCBA",
"f038ac3e-745a-e611-a36b-000d3a34c950","f038ac3e-745a-e611-a36b-000d3a34c950","Behavioral Treatment of Autism","PSY 563","Graduate","2","On-Campus","beaa3903-757d-460d-b077-5d89d4370882","Psychology","","378BF753-6200-E411-BEB5-00505683000D","Central Washington University","Fourth Edition","e62cfc9e-2a2a-4637-ba3f-43a868234eec","4134 BCBA",
"1483ecc6-99a5-41c7-afbb-3957ce5899bb","1483ecc6-99a5-41c7-afbb-3957ce5899bb","Introduction to Autism Spectrum Disorder","SOC SCI 2US3","Undergraduate","39","On-Campus","d166d11c-963d-414e-964f-81b29bbb51ed","Social Science","","88889CD6-CB5A-E911-8106-000C29A8E632","Mohawk College","Fourth Edition","63271c9b-d1cb-4960-8d66-43ce33296a31","4320 BCaBA",
"77526247-65de-4133-9e58-49a15952531b","77526247-65de-4133-9e58-49a15952531b","Ethics","CPSE 618","Graduate","3","On-Campus","2daf9c42-1f7e-4e5b-8544-bd4116ebcae3","Counseling Psychology and Special Education","","49E7FC4D-6200-E411-BEB5-00505683000D","Brigham Young University","Fifth Edition","dbe28e77-4ad6-45cf-8093-43d080660c06","4425 BCBA",
"0e4096b1-2feb-e711-90d9-000d3a30c887","0e4096b1-2feb-e711-90d9-000d3a30c887","Intensive Practicum in Applied Behavior Analysis","EDEX 718","Graduate","3-6 for total of 12","On-Campus","973ebd3b-815a-4a1f-aa9d-187be3220bd0","Special Education","Graduate","0255E065-6200-E411-BEB5-00505683000D","University of South Carolina","Fourth Edition","cde31667-1c30-439d-828b-43f28d9919bf","4049 BCBA",
"0416826b-a36f-4b32-854c-aa5962cb9f38","0416826b-a36f-4b32-854c-aa5962cb9f38","Applied Behavior Analysis Practicum","8994","Graduate","3","On-Campus","c1465ecb-3214-4a2d-90ba-0e0b4d9a7578","Education","Graduate","0514E85F-6200-E411-BEB5-00505683000D","University of Minnesota","Fourth Edition","01baea1a-870b-4a87-b195-43f80211c258","4471 BCBA",
"e13b7257-b320-4950-871f-586d625465e2","e13b7257-b320-4950-871f-586d625465e2","Theories of Learning","PSY 621","Graduate","3","On-Campus","300eeaa3-3fa9-40ea-ba55-8c958ee32430","Psychology","","0B55E065-6200-E411-BEB5-00505683000D","University of Southern Mississippi","Fourth Edition","fe1ae3cb-5b4b-4944-8c34-43f87f319530","4518 BCBA",
"6fd6c010-3bf2-48f1-84f7-d3f0ef460cbc","6fd6c010-3bf2-48f1-84f7-d3f0ef460cbc","Clinical Applications of Behaviour Analysis","DACS 5113","Undergraduate","1.5","Hybrid","5ba0a885-7dad-49e5-b263-95b797e31a21","Disability and Community Studies","","95212377-3456-E911-8106-000C29A8E632","Douglas College","Fourth Edition","42da3e4d-d09e-42c7-937d-441bd06c2c1a","4226 BCaBA",
"5b69a56f-7c03-4dd6-b65e-7d6ab7e5fa02","5b69a56f-7c03-4dd6-b65e-7d6ab7e5fa02","Behavioral Interventions and Program Management of Applied Behavioral Analysis","EDS65000DL01","Graduate","3","Both","89fb0146-4dc6-4389-9132-8c11086b9b74","Educational Leadership","","875902E1-385A-E911-8106-000C29A8E632","Lindenwood University","Fourth Edition","0c5a5ed7-55d4-40e4-aa24-443d155bfb54","4175 BCBA",
"9a7af308-b9e7-e511-a589-00155da948a4","9a7af308-b9e7-e511-a589-00155da948a4","Intro to Ethics and Professional Conduct","BEHABA-3","Graduate","3","Hybrid","7af67232-423c-457c-85cf-991a3df5606d","Behavior Analysis","","7C77E117-035B-E911-8106-000C29A8E632","SEEK Applied Behavior Analysis Association - Taiwan","Fourth Edition","3aedbd8c-a717-4b76-bb17-4440693bfd78","4396 BCaBA",
"38d76c99-d8d0-4740-bff9-1cc7700b5c38","38d76c99-d8d0-4740-bff9-1cc7700b5c38","[Winter 2019] Applied Behaviour Analysis III","PSYC 18DG","Undergraduate","4","On-Campus","10622bd8-b344-4f48-9f75-ca299c613be3","Behavioural Psychology","","B9332234-015B-E911-8106-000C29A8E632","Saint Lawrence College","Fourth Edition","3767888c-440a-438b-ada9-4443797774c8","4259 BCaBA",
"96bc8d45-020c-492c-a7b4-a05472c318ea","96bc8d45-020c-492c-a7b4-a05472c318ea","(Spring 2008) Developmental Disabilities II","PSYCH 72002","Graduate","3","On-Campus","bd0b6b19-0591-4511-ab0b-a1c00f82ad4f","Psychology","","767EF840-EE5A-E911-8106-000C29A8E632","Queens College","Fourth Edition","14aca8f5-83ec-4bb3-9604-4447bbb9866b","4285 BCBA",
"431e624e-a3df-e311-b6c5-00155da93f1b","431e624e-a3df-e311-b6c5-00155da93f1b","RESEARCH METHODS","ABA654, ABA 697","Graduate","3","Hybrid","5519eee5-cd8d-4a00-b77c-3ae5afffe700","College of Advancing and Professional Studies, and Center for Social Development and Education","","AB6DE37D-945B-E911-8106-000C29A8E632","University of Massachusetts Boston","Fourth Edition","12c104cc-0b90-41b1-b35c-444974de3fe4","4189 BCBA",
"9d0ff82a-8067-496a-b0bb-612cdcd0276d","9d0ff82a-8067-496a-b0bb-612cdcd0276d","Behavioral Assessment Models in Applied Behavior Analysis","HSDD 0730","Graduate","3","Online","04b7eb4d-677b-4f47-b2dc-83956084d555","Mailman Segal Center for Human Development/Abraham S. Fischler College of Education","Graduate","1ED0EF59-6200-E411-BEB5-00505683000D","Nova Southeastern University/Mailman Segal Center for Human Development","Fourth Edition","6669c540-79d6-4d45-bc60-445d35fe7c10","4438 BCBA - HSDD Distance",
"571a8ef1-d6a3-4f98-822a-812e54870350","571a8ef1-d6a3-4f98-822a-812e54870350","Psychology 532:  Ethics for Behavior Analysts","Psychology 532","Graduate","45","On-Campus","c470fb47-72e7-4fb3-ae58-34443da139dc","Psychology","Graduate","7DDC8518-B12E-E711-AD45-0050569C00A7","University of Southern California","Fourth Edition","12fa246b-803a-46c1-accb-4474018a87f0","4423 BCBA",
"20504b27-ce25-e111-96b0-1cc1de727452","20504b27-ce25-e111-96b0-1cc1de727452","Behavior Research and Accountability Methods","8012","Graduate","3","Both","07a2dfb0-e73f-4a50-8fe0-92a68153be93","Education","Graduate","CC4FA898-9EB0-E411-B490-0050569C00A7","University of Cincinnati","Fourth Edition","675b9677-26c0-4d7c-8b08-44d9c4567e7f","4013 BCBA",
"aeb04165-2492-4612-b6b8-d8cb85844689","aeb04165-2492-4612-b6b8-d8cb85844689","(starting Summer 2017) Behavior Change and Systems Support  ","SPSY 525","Graduate","3","Hybrid","5fa505d6-6c4f-43ea-9c76-3fe9d7e0a783","Psychology","","88A83A8F-0F5B-E511-A86B-0050569C00A7","Philadelphia College of Osteopathic Medicine","Fourth Edition","bb896aeb-03ab-4879-b761-44f17189a15e","4161 BCBA (degree)",
"39e09670-3ce5-e011-9a09-1cc1de727452","39e09670-3ce5-e011-9a09-1cc1de727452","Evidence-based Teaching","PSY 506","Graduate","3","On-Campus","2df8215d-6acd-4783-a61e-a0538a357b18","Psychology","Graduate","B29346B1-A05B-E911-8106-000C29A8E632","Western New England University","Fourth Edition","bde62529-b2d3-4ffd-9a2c-45006715ce9c","4012 BCBA",
"ce30f7ed-880a-4b3f-a425-b9ef151ea172","ce30f7ed-880a-4b3f-a425-b9ef151ea172","(Fall 2018) Ethics & Professional Development for Behavior Analysts","PSY 216","Undergraduate","3","On-Campus","e1f1529d-435f-4cb9-9177-457b3bf9752b","Psychology","","2FF777E2-3B56-E911-8106-000C29A8E632","Eastern Connecticut State University","Fourth Edition","f6a7b2c1-b877-48fe-aeef-450394f1536b","4092 BCaBA  - [Retired]",
"9d5bc606-4d87-4f98-b28f-ffc2d780bd38","9d5bc606-4d87-4f98-b28f-ffc2d780bd38","ABA Integrative Seminar","5820","Graduate","1","Both","4edc87f7-5eff-4a0d-9233-f1e14ad6a8ee","","Graduate","F14763AB-F668-E411-B490-0050569C00A7","Saint Louis University","Fourth Edition","6e619308-7748-421d-99c3-4511922578b4","4055 BCBA",
"fa1b544d-5277-e511-be6b-00155da948a4","fa1b544d-5277-e511-be6b-00155da948a4","Measurement and Experimental Design 2","BEHABA 7","Graduate","2","Online","acbaabc5-cda8-4e24-8523-936c50dca6ac","Instituto Walden4","","A201FB4A-A15B-E911-8106-000C29A8E632","Instituto Walden 4","Fourth Edition","79793cba-84b7-4459-b9f3-453c25849b32","4341 BCaBA",
"e9a416d8-27aa-4ac1-b325-80d0cbe3716e","e9a416d8-27aa-4ac1-b325-80d0cbe3716e","Screening and Assessment","PS410","Undergraduate","5","Online","fcf08445-02b1-4a76-9b6d-94174c7dba85","Psychology","Undergraduate","2634896C-6029-E911-8106-000C29A8E632","Purdue University Global","Fourth Edition","ff8c99c3-4d2c-42ad-8049-456e466a6d80","4138 BCaBA  - [Expired]",
"4cf1f14a-bc6c-48a6-b1bb-5dc99780163f","4cf1f14a-bc6c-48a6-b1bb-5dc99780163f","Measurement and experimental design II","BEHABA 7","Graduate","30","Both","c1b0bc4f-6c25-4c9f-b937-4da87f171f24","Behaviour Analysis Academy of Malaysia","","FF3D417C-5B55-E911-8106-000C29A8E632","Behaviour Analysis Academy","Fourth Edition","408a6182-0d75-45cc-8be6-4584c9ac2dee","4410 BCBA",
"c1f8e873-61d6-e111-bb3a-1cc1de727452","c1f8e873-61d6-e111-bb3a-1cc1de727452","Ethics & Special Considerations in Behavior Analysis","ED 593","Graduate","3","On-Campus","0c036e0c-1845-4c29-a65a-bdb185c9095c","Psychology/Graduate Education","Undergraduate","72213173-C65A-E911-8106-000C29A8E632","Mary Baldwin University","Fourth Edition","d5664c1d-d0d6-4ca2-bfde-45a5f8c83f23","4006 BCaBA",
"0adafe26-5a3f-4288-835a-b448f69e7ab2","0adafe26-5a3f-4288-835a-b448f69e7ab2","Applied Behavior Analysis 3: Advanced Applications in Applied Behavior Analysis","6373","Graduate","3","Both","c8ac8167-28bf-4d88-b544-c3f0c1fbfbe7","Education","Graduate","D08B219D-D85A-E911-8106-000C29A8E632","Northern Vermont University - Johnson","Fourth Edition","ea71ae65-0543-4620-87fb-45b38d974c29","4476 BCBA",
"588c8503-40b7-4fac-a77f-0cbb8af483dc","588c8503-40b7-4fac-a77f-0cbb8af483dc","Behaviour Analysis for Effective Teaching","EDU7212","Graduate","45","Hybrid","cb8153a0-ff1a-46b5-a81b-4caed3752dea","Education","Graduate","EBC1CA74-EF5A-E911-8106-000C29A8E632","Queen's University Belfast","Fourth Edition","c02bd8f3-3b6f-446a-bf07-45bb49c3b0c8","4042 BCBA",
"9a6c72c5-f62c-43b8-8eff-faa715af1447","9a6c72c5-f62c-43b8-8eff-faa715af1447","Assessment and formulation","P6802","Graduate","4","On-Campus","81f807fe-2e03-4b28-8677-8dfbe65b57a1","Psychology","","80FF851B-285A-E911-8106-000C29A8E632","Konrad Lorenz University","Fourth Edition","6b341f86-5c85-4fdc-9f9f-45e30d31a3c1","4470 BCBA",
"178b74ae-763c-4121-a989-33d774e067e6","178b74ae-763c-4121-a989-33d774e067e6","Project-Behavioral Analysis Program","EDS66000DL01","Graduate","3","Both","89fb0146-4dc6-4389-9132-8c11086b9b74","Educational Leadership","","875902E1-385A-E911-8106-000C29A8E632","Lindenwood University","Fourth Edition","e5a6305d-cff7-4814-97c0-45ec38109277","4175 BCBA",
"885580ab-3d4c-404f-aede-d05bfc0b26a8","885580ab-3d4c-404f-aede-d05bfc0b26a8","Behaviour Analysis","PSYC314-xxB(HAM)","Undergraduate","48","Both","563037bc-723b-4250-a659-718360e8579d","School of Psychology","","1D55E065-6200-E411-BEB5-00505683000D","University of Waikato","Fourth Edition","08190255-32d6-4214-a014-460b48ff1fd0","4144 BCaBA",
"0463e7e8-f520-48e2-8c68-6a1679a55722","0463e7e8-f520-48e2-8c68-6a1679a55722","Concepts and Principles I","ABA 601","Graduate","3","Hybrid","0bd22eb3-d15e-4837-b3d1-5e0640a6a6eb","Psychology","Graduate","2FC0736E-F05A-E911-8106-000C29A8E632","Regis College","Fifth Edition","6fd3bff0-7ac8-4dc8-810a-461510f7b8c6","4047 BCBA",
"e290e249-1700-4cc5-a68e-839c7004bd21","e290e249-1700-4cc5-a68e-839c7004bd21","PSY 723: Applied Research Methods I (Spring 2017)","PSY 723","Graduate","45","Online","0b7569a5-77ac-4584-ad0c-337560412550","Psychology","Graduate","AFADA79E-C492-E511-A86B-0050569C00A7","University of Nevada Reno","Fourth Edition","912214fd-b62e-4e45-b834-46187e362f03","4292 BCBA",
"1e31d418-9dd1-4fe7-b54c-89d2ae41d3b0","1e31d418-9dd1-4fe7-b54c-89d2ae41d3b0","Ethics in Applied Behavior Analysis Research and Practice","SPE 4681","Undergraduate","1","Both","58090a91-e47b-462a-8307-71defe566f1d","Interdisciplinary Learning & Teaching","Undergraduate","FE338BC8-66AD-E411-B490-0050569C00A7","University of Texas at San Antonio","Fifth Edition","a8592fcb-1616-47e9-ad79-4627cf7eca95","4382 BCaBA",
"8970b47c-1556-4e06-bd20-cc2a4d06b698","8970b47c-1556-4e06-bd20-cc2a4d06b698","Advanced Applied Behavior Analysis (Fall 2014)","PSYCH 288","Graduate","4","On-Campus","f81c1e68-bd79-4013-96cd-8b2119060d16","Psychology","Graduate","350ABAAD-1056-E911-8106-000C29A8E632","California State University Fresno","Fourth Edition","aaef0323-5869-46a7-bd37-4631aa38b700","4246 BCBA",
